SFN,BSR_index,requested_bytes,allocated_bytes_pusch,allocated_bytes_grant,overlap_bytes,ratio_pusch,ratio_grant,bs_load,smoothed_ratio_pusch,smoothed_ratio_grant,smoothed_bs_load
8987,15,91.0,97.0,194.0,153.0,1.065934065934066,2.131868131868132,0.010344827586206896,1.3320604395604394,1.914120879120879,0.03204022988505747
9016,30,967.0,269.0,314.0,0.0,0.2781799379524302,0.3247156153050672,0.03782051282051282,0.2781799379524302,0.3247156153050672,0.03782051282051282
9042,30,836.0,322.0,845.0,131.0,0.38516746411483255,1.0107655502392345,0.26666666666666666,0.38516746411483255,1.0107655502392345,0.26666666666666666
9047,29,545.0,672.0,0.0,281.0,1.2330275229357799,0.0,0.22666666666666666,0.893883499407401,0.40430622009569384,0.24266666666666664
9052,22,274.0,45.0,232.0,431.0,0.16423357664233576,0.8467153284671532,0.013333333333333334,0.422179143395524,0.7101823071281388,0.10666666666666666
9092,18,146.0,176.0,0.0,0.0,1.2054794520547945,0.0,0.004166666666666667,1.2054794520547945,0.0,0.004166666666666667
9100,18,49.0,211.0,323.0,97.0,4.3061224489795915,6.591836734693878,0.01590909090909091,3.065865250209673,3.9551020408163264,0.011212121212121213
9122,29,720.0,266.0,329.0,106.0,0.36944444444444446,0.45694444444444443,0.16666666666666666,0.36944444444444446,0.45694444444444443,0.16666666666666666
9127,28,466.0,291.0,228.0,240.0,0.6244635193133047,0.4892703862660944,0.19,0.5224558893657606,0.4763400095374344,0.18066666666666664
9132,27,387.0,229.0,239.0,216.0,0.5917312661498708,0.6175710594315246,0.12666666666666665,0.5538203524414723,0.5597856018010225,0.14733333333333332
9137,24,200.0,253.0,111.0,176.0,1.265,0.555,0.15,0.9704185639876826,0.5415047853522752,0.15444444444444444
9142,19,171.0,56.0,18.0,200.0,0.32748538011695905,0.10526315789473684,0.0125,0.5273171994652656,0.28473675416319133,0.06972222222222223
9162,18,146.0,131.0,238.0,0.0,0.8972602739726028,1.63013698630137,0.075,0.8972602739726028,1.63013698630137,0.075
9170,24,254.0,174.0,330.0,122.0,0.6850393700787402,1.2992125984251968,0.08666666666666667,0.7699277316362851,1.4315823535756662,0.08199999999999999
9175,25,307.0,362.0,170.0,133.0,1.1791530944625408,0.5537459283387622,0.14666666666666667,1.023951785487793,0.9181174739485707,0.12033333333333333
9180,22,274.0,69.0,97.0,275.0,0.2518248175182482,0.354014598540146,0.01,0.5192885889794667,0.6768214941994649,0.04711111111111112
9185,23,299.0,97.0,0.0,22.0,0.32441471571906355,0.0,0.05,0.4767844670393754,0.2942630833738807,0.06244444444444445
9191,25,440.0,212.0,423.0,0.0,0.4818181818181818,0.9613636363636363,0.051515151515151514,0.5231432594508894,0.6978529187353696,0.05846464646464646
9202,28,503.0,486.0,486.0,203.0,0.9662027833001988,0.9662027833001988,0.20666666666666667,0.7409682494875685,0.7719943972528466,0.1443030303030303
9207,25,440.0,772.0,26.0,417.0,1.7545454545454546,0.05909090909090909,0.022916666666666665,1.3423314657509489,0.42096782938731253,0.06538636363636363
9223,20,200.0,388.0,285.0,0.0,1.94,1.425,0.03333333333333333,1.8658181818181818,0.8786363636363637,0.029166666666666667
9242,31,923.0,77.0,98.0,209.0,0.08342361863488625,0.10617551462621885,0.056666666666666664,0.8260541711809317,0.6337053087757314,0.04733333333333333
9247,31,1077.0,159.0,263.0,55.0,0.14763231197771587,0.24419684308263695,0.09666666666666666,0.12194883464058401,0.18898831170006972,0.08066666666666666
9252,31,982.0,208.0,131.0,150.0,0.21181262729124237,0.1334012219959267,0.09666666666666666,0.17329876249726583,0.15011520473932716,0.08866666666666666
9257,30,810.0,245.0,247.0,157.0,0.30246913580246915,0.30493827160493825,0.08666666666666667,0.24053062253532742,0.2474661069236006,0.08533333333333333
9262,30,754.0,205.0,25.0,213.0,0.2718832891246684,0.033156498673740056,0.08,0.2513851834843247,0.11089874409537762,0.08533333333333334
9267,28,588.0,125.0,185.0,118.0,0.21258503401360543,0.31462585034013607,0.025,0.23237302737061388,0.2516416425073623,0.05011111111111111
9283,33,1445.0,73.0,69.0,107.0,0.05051903114186851,0.04775086505190312,0.05333333333333334,0.11534543229056328,0.1545008591671963,0.042
9288,33,1494.0,103.0,273.0,58.0,0.06894243641231593,0.1827309236947791,0.09333333333333332,0.06157307430413696,0.1287389002376287,0.07733333333333334
9293,33,1458.0,229.0,190.0,94.0,0.15706447187928668,0.13031550068587106,0.12333333333333334,0.11813097663840891,0.12428565816085907,0.10333333333333333
9298,32,1158.0,340.0,513.0,168.0,0.29360967184801384,0.4430051813471503,0.14666666666666667,0.21303592836660445,0.31390941406596395,0.124
9303,33,1221.0,404.0,0.0,331.0,0.3308763308763309,0.0,0.2533333333333333,0.2678080092110807,0.10080688076370672,0.20044444444444443
9308,32,1031.0,324.0,359.0,295.0,0.3142580019398642,0.34820562560620755,0.0784313725490196,0.2927615311110694,0.28536613296812735,0.11683660130718954
9325,33,1516.0,136.0,423.0,36.0,0.08970976253298153,0.279023746701847,0.06333333333333332,0.1795290582957346,0.30669649826359124,0.06937254901960783
9330,33,1425.0,377.0,100.0,127.0,0.26456140350877194,0.07017543859649122,0.16666666666666666,0.19462074711845576,0.15371476183863353,0.12533333333333332
9335,33,1272.0,364.0,0.0,280.0,0.2861635220125786,0.0,0.030000000000000002,0.24255234641589785,0.06983983705966765,0.064
9340,33,1229.0,354.0,60.0,323.0,0.28803905614320585,0.04882017900732303,0.016666666666666666,0.25821472542650115,0.07585199877750558,0.044666666666666674
9349,35,2018.0,45.0,189.0,109.0,0.022299306243805748,0.09365708622398414,0.012820512820512822,0.12521478130155766,0.07206033408156572,0.03613675213675214
9362,35,2091.0,153.0,443.0,36.0,0.07317073170731707,0.21186035389765662,0.056666666666666664,0.05282216152191254,0.16457904682818764,0.039128205128205126
9367,35,1983.0,649.0,382.0,144.0,0.32728189611699443,0.19263741805345436,0.33055555555555555,0.2154631452604212,0.17668593885640077,0.21223076923076922
9373,36,1950.0,531.0,235.0,540.0,0.2723076923076923,0.12051282051282051,0.15,0.2434751409494777,0.15320724669791452,0.16744444444444445
9378,35,1693.0,450.0,437.0,434.0,0.26580035440047256,0.25812167749556997,0.21,0.24918158865788403,0.22487441882586617,0.19762962962962963
9383,35,1703.0,340.0,0.0,424.0,0.1996476805637111,0.0,0.17333333333333334,0.23517393404824788,0.076169588808246,0.19607407407407407
9388,34,1564.0,192.0,581.0,253.0,0.12276214833759591,0.37148337595907927,0.03333333333333333,0.17202471930547436,0.2733746253098996,0.09111111111111111
9402,34,1634.0,595.0,833.0,183.0,0.36413708690330476,0.5097919216646267,0.31333333333333335,0.28296421792224424,0.3801718281905919,0.22933333333333333
9407,33,1054.0,616.0,414.0,498.0,0.5844402277039848,0.3927893738140417,0.35666666666666663,0.448043983670571,0.4119286838131662,0.2833333333333333
9412,31,757.0,603.0,218.0,375.0,0.7965653896961691,0.28797886393659183,0.24000000000000002,0.6676546967391593,0.3533035774576888,0.278
9417,29,270.0,585.0,128.0,556.0,2.1666666666666665,0.4740740740740741,0.12666666666666665,1.5326856939071276,0.4431857990331458,0.1973333333333333
9422,27,99.0,341.0,20.0,504.0,3.4444444444444446,0.20202020202020202,0.03888888888888889,2.5396896378755764,0.27519109612208226,0.11977777777777779
9428,28,506.0,151.0,346.0,200.0,0.2984189723320158,0.6837944664031621,0.03444444444444445,1.0334082501735136,0.5388197651793463,0.07474074074074075
9443,30,834.0,297.0,225.0,133.0,0.35611510791366907,0.2697841726618705,0.12333333333333334,0.33303665368100777,0.43538829015838715,0.08777777777777777
9448,31,850.0,150.0,20.0,282.0,0.17647058823529413,0.023529411764705882,0.08,0.2483283961066441,0.12203131612357172,0.09733333333333334
9453,29,773.0,271.0,181.0,53.0,0.35058214747736094,0.23415265200517466,0.05333333333333334,0.3168664277162092,0.19915430808842005,0.07266666666666667
9458,30,705.0,285.0,173.0,262.0,0.40425531914893614,0.2453900709219858,0.1,0.3603089039728716,0.21756287407742494,0.09422222222222222
9463,30,743.0,177.0,0.0,224.0,0.23822341857335128,0.0,0.1,0.2671084584588896,0.06707628462558218,0.09111111111111111
9468,30,808.0,169.0,387.0,159.0,0.20915841584158415,0.47896039603960394,0.02738095238095238,0.2579031675315703,0.3513152673473838,0.05020634920634921
9482,31,972.0,340.0,146.0,160.0,0.3497942386831276,0.15020576131687244,0.10666666666666667,0.29935291009286363,0.18591553599804425,0.08947619047619047
9487,30,636.0,155.0,229.0,331.0,0.24371069182389937,0.360062893081761,0.07666666666666666,0.258016945999282,0.3418709673203519,0.0728095238095238
9492,30,875.0,341.0,362.0,92.0,0.38971428571428574,0.4137142857142857,0.125,0.35252955752997683,0.3502823023082981,0.11166666666666666
9498,31,860.0,327.0,431.0,272.0,0.3802325581395349,0.5011627906976744,0.18333333333333332,0.3592354303798959,0.4238953997669939,0.1511111111111111
9503,31,858.0,334.0,0.0,274.0,0.38927738927738925,0.0,0.14666666666666667,0.3687207716567962,0.16999199593249614,0.13933333333333334
9508,30,714.0,128.0,515.0,253.0,0.1792717086834734,0.7212885154061625,0.02142857142857143,0.26212625629424535,0.5547567194319588,0.07352380952380953
9522,30,848.0,477.0,289.0,119.0,0.5625,0.3408018867924528,0.14,0.4512098195921725,0.34873883515670423,0.11761904761904762
9527,29,436.0,499.0,283.0,390.0,1.1444954128440368,0.6490825688073395,0.16,0.8350515894431167,0.6018676217241268,0.12828571428571428
9532,26,117.0,221.0,69.0,398.0,1.8888888888888888,0.5897435897435898,0.043333333333333335,1.4747324159021407,0.5518230449661123,0.08600000000000001
9537,4,17.0,113.0,151.0,148.0,6.647058823529412,8.882352941176471,0.005128205128205128,4.4676865343487036,5.540028837418333,0.04885470085470086
9602,33,1543.0,186.0,206.0,9.0,0.12054439403758911,0.1335061568373299,0.052083333333333336,0.12054439403758911,0.1335061568373299,0.052083333333333336
9610,33,1435.0,187.0,771.0,117.0,0.13031358885017422,0.5372822299651568,0.07666666666666666,0.12640591092514017,0.37577180071402605,0.06683333333333333
9615,33,1391.0,809.0,154.0,161.0,0.5815959741193386,0.11071171818835371,0.6433333333333333,0.3991291810491558,0.20058470827350958,0.41174999999999995
9620,33,916.0,340.0,0.0,636.0,0.37117903930131,0.0,0.02666666666666667,0.3337012845150663,0.10420001399877872,0.11894444444444445
9625,31,801.0,868.0,763.0,331.0,1.083645443196005,0.9525593008739076,0.10588235294117647,0.7945990795537128,0.6579347736114792,0.16308496732026143
9642,33,1087.0,269.0,296.0,465.0,0.24747010119595217,0.27230910763569455,0.19333333333333333,0.5819402379959733,0.5444091849309798,0.15835294117647059
9647,33,1324.0,179.0,80.0,228.0,0.1351963746223565,0.06042296072507553,0.19333333333333333,0.18010586525179478,0.14517741948932314,0.19333333333333333
9652,32,1179.0,111.0,207.0,147.0,0.09414758269720101,0.17557251908396945,0.07,0.13302184478198237,0.17188992512253568,0.11933333333333335
9657,34,1728.0,648.0,538.0,89.0,0.375,0.3113425925925926,0.20833333333333334,0.28857520780206797,0.2545795005481875,0.18588888888888888
9663,34,1435.0,296.0,0.0,382.0,0.2062717770034843,0.0,0.15,0.20434226051136492,0.07297840965355168,0.1528888888888889
9668,34,1608.0,220.0,631.0,209.0,0.13681592039800994,0.39241293532338306,0.02857142857142857,0.172145466865564,0.3003697760842381,0.07425396825396825
9682,34,1606.0,101.0,517.0,211.0,0.06288916562889166,0.3219178082191781,0.13333333333333333,0.10635103885763383,0.2716332719961835,0.11571428571428571
9683,34,1514.0,1173.0,913.0,303.0,0.7747688243064729,0.6030383091149274,0.38,0.504802311789264,0.5046891341774686,0.2603809523809524
9688,33,476.0,643.0,123.0,1076.0,1.3508403361344539,0.25840336134453784,0.25666666666666665,0.9780357996677452,0.34003324027354376,0.25666666666666665
9693,27,137.0,1244.0,68.0,466.0,9.08029197080292,0.49635036496350365,0.01,5.739974959291061,0.4555914828019213,0.10866666666666668
9698,22,274.0,1122.0,93.0,1212.0,4.094890510948905,0.33941605839416056,0.030952380952380953,3.5838133362566165,0.371620619400711,0.09657142857142859
9705,28,706.0,94.0,0.0,1104.0,0.13314447592067988,0.0,0.05,2.016689727937245,0.1458893046269603,0.06968253968253968
9710,30,914.0,606.0,1163.0,53.0,0.6630196936542669,1.2724288840262583,0.07380952380952381,2.1722554105488947,0.8748928535301101,0.05641269841269841
9724,33,1516.0,588.0,132.0,36.0,0.38786279683377306,0.0870712401055409,0.19333333333333333,0.3919505120152532,0.3067285208685762,0.14076190476190475
9729,33,973.0,97.0,0.0,579.0,0.09969167523124357,0.0,0.07333333333333333,0.2699915032363542,0.27190002482635983,0.09742857142857142
9734,34,1781.0,731.0,53.0,36.0,0.4104435710275126,0.029758562605277934,0.0,0.3437770370295109,0.03526938558427494,0.05333333333333334
9741,34,1644.0,205.0,106.0,173.0,0.12469586374695864,0.06447688564476886,0.06666666666666667,0.1945505906605124,0.05426343841497049,0.07555555555555556
9746,33,1388.0,53.0,0.0,164.0,0.03818443804034582,0.0,0.03333333333333333,0.10755481082496947,0.01256472643333957,0.03866666666666667
9751,33,1552.0,234.0,505.0,0.0,0.15077319587628865,0.32538659793814434,0.06969696969696969,0.16690710056774882,0.20779668519622618,0.055151515151515146
9762,32,1143.0,269.0,0.0,183.0,0.23534558180227472,0.0,0.11333333333333333,0.1789988758646917,0.06507731958762887,0.0886060606060606
9767,34,1617.0,156.0,198.0,200.0,0.09647495361781076,0.12244897959183673,0.0,0.13510872770639915,0.1385467073427309,0.03660606060606061
9772,33,1405.0,495.0,473.0,147.0,0.35231316725978645,0.3366548042704626,0.14,0.277752007439889,0.2264826784806449,0.10666666666666667
9777,32,918.0,401.0,69.0,408.0,0.43681917211328974,0.07516339869281045,0.16666666666666666,0.35330933029195677,0.10631187706399285,0.13377777777777777
9782,29,566.0,351.0,0.0,260.0,0.6201413427561837,0.0,0.0,0.49016577805249517,0.0712356243406813,0.04088888888888889
9788,27,398.0,169.0,167.0,205.0,0.42462311557788945,0.41959798994974873,0.0,0.4426770269639684,0.3066678876982857,0.04088888888888889
9803,27,495.0,252.0,333.0,108.0,0.509090909090909,0.6727272727272727,0.10666666666666667,0.47530379168570125,0.5714755596162631,0.064
9808,27,360.0,287.0,113.0,243.0,0.7972222222222223,0.3138888888888889,0.18000000000000002,0.6819696969696969,0.4574242424242424,0.15066666666666667
9813,22,68.0,162.0,0.0,206.0,2.3823529411764706,0.0,0.04666666666666666,1.6906743909685087,0.19732323232323234,0.08533333333333334
9818,20,60.0,45.0,107.0,140.0,0.75,1.7833333333333334,0.0047619047619047615,0.9418221429986136,1.2015488215488217,0.04730158730158731
9825,18,110.0,87.0,0.0,36.0,0.7909090909090909,0.0,0.03888888888888889,0.9984888096652802,0.2796296296296296,0.05419047619047619
9831,22,274.0,261.0,297.0,0.0,0.9525547445255474,1.083941605839416,0.04393939393939394,1.0946344509934034,0.8881427412814273,0.0384059644059644
9842,22,274.0,27.0,27.0,252.0,0.09854014598540146,0.09854014598540146,0.03333333333333333,0.4078168546781686,0.2759124087591241,0.036565656565656565
9845,11,13.0,45.0,27.0,36.0,3.4615384615384617,2.076923076923077,0.03333333333333333,2.287142055025267,1.4826501965188097,0.035454545454545454
9850,5,19.0,40.0,18.0,36.0,2.1052631578947367,0.9473684210526315,0.008333333333333333,1.8648423416767637,1.0030083631312983,0.019747474747474746
9858,14,78.0,103.0,96.0,0.0,1.3205128205128205,1.2307692307692308,0.02857142857142857,1.5476865943635056,1.1548390909896864,0.027142857142857142
9865,29,732.0,624.0,1127.0,94.0,0.8524590163934426,1.539617486338798,0.10392156862745099,1.196630605517577,1.3593980221676512,0.06973389355742297
9882,33,928.0,507.0,745.0,624.0,0.5463362068965517,0.802801724137931,0.29,0.668785330695308,1.0975280290182778,0.21556862745098038
9887,29,496.0,608.0,0.0,330.0,1.2258064516129032,0.0,0.3333333333333333,0.9540183537263627,0.32112068965517243,0.31599999999999995
9892,25,440.0,406.0,45.0,431.0,0.9227272727272727,0.10227272727272728,0.009523809523809523,0.9080648953382546,0.22192398119122259,0.13038095238095238
9906,22,247.0,9.0,0.0,27.0,0.03643724696356275,0.0,0.006666666666666667,0.4515690930461728,0.020454545454545458,0.07257142857142858
9911,25,440.0,36.0,453.0,0.0,0.08181818181818182,1.0295454545454545,0.01818181818181818,0.24092381302907617,0.6381818181818182,0.014147186147186146
9922,29,799.0,539.0,637.0,27.0,0.6745932415519399,0.7972465581977471,0.3233333333333333,0.42840703068751285,0.6842570258277392,0.19896969696969694
9927,28,276.0,504.0,0.0,430.0,1.826086956521739,0.0,0.23,1.2469344585870676,0.3653584025486404,0.20630303030303032
9932,31,765.0,595.0,465.0,367.0,0.7777777777777778,0.6078431372549019,0.0846153846153846,0.9668027062814024,0.5241551939924907,0.16143589743589742
9945,33,1309.0,202.0,0.0,243.0,0.15431627196333078,0.0,0.10666666666666667,0.6133627100379019,0.12156862745098039,0.12692307692307692
9950,32,1193.0,917.0,1271.0,133.0,0.768650461022632,1.0653813914501258,0.13194444444444445,0.6476090865618009,0.7607974623210558,0.11742307692307692
9962,32,586.0,769.0,85.0,740.0,1.3122866894197953,0.14505119453924914,0.12333333333333334,0.9719653602490697,0.30010699501357463,0.12172222222222222
9967,23,321.0,193.0,33.0,576.0,0.6012461059190031,0.102803738317757,0.0,0.7769350936398873,0.3037687601885292,0.051055555555555555
9971,1,10.0,423.0,181.0,193.0,42.3,18.1,0.014772727272727272,25.76270655906776,10.909570986571403,0.033530303030303035
10015,7,26.0,112.0,164.0,0.0,4.3076923076923075,6.3076923076923075,0.01875,4.3076923076923075,6.3076923076923075,0.01875
10023,19,108.0,101.0,0.0,63.0,0.9351851851851852,0.0,0.016666666666666666,2.284188034188034,2.523076923076923,0.0175
10031,1,10.0,106.0,243.0,0.0,10.6,24.3,0.022916666666666665,7.408575498575498,15.841538461538462,0.020833333333333332
10055,24,279.0,244.0,362.0,97.0,0.8745519713261649,1.2974910394265233,0.09166666666666666,0.8745519713261649,1.2974910394265233,0.09166666666666666
10063,22,274.0,134.0,222.0,235.0,0.48905109489051096,0.8102189781021898,0.015789473684210527,0.6432514454647726,1.0051278026319233,0.04614035087719298
10082,22,265.0,326.0,160.0,9.0,1.230188679245283,0.6037735849056604,0.0625,0.9337336455033742,0.6863517421842722,0.04381578947368421
10090,26,382.0,27.0,443.0,133.0,0.07068062827225131,1.1596858638743455,0.12666666666666665,0.534483848661464,0.9373209522868715,0.10099999999999998
10095,24,358.0,265.0,102.0,18.0,0.7402234636871509,0.2849162011173184,0.06333333333333332,0.7043079397157974,0.5236416104263922,0.07583333333333332
10100,12,25.0,9.0,0.0,32.0,0.36,0.0,0.09666666666666666,0.4881457028272914,0.2731167533196432,0.09166666666666666
10105,6,22.0,90.0,210.0,0.0,4.090909090909091,9.545454545454545,0.0175,2.6106660001400415,5.919886335938282,0.04872222222222222
10125,24,295.0,297.0,442.0,81.0,1.006779661016949,1.4983050847457626,0.11666666666666667,1.006779661016949,1.4983050847457626,0.11666666666666667
10133,25,252.0,352.0,275.0,188.0,1.3968253968253967,1.0912698412698412,0.13666666666666666,1.2408071025020178,1.2540839386602096,0.12866666666666665
10138,25,97.0,162.0,508.0,343.0,1.6701030927835052,5.237113402061856,0.020138888888888887,1.4827828672385723,3.660183026440234,0.06275
10162,27,482.0,575.0,264.0,121.0,1.1929460580912863,0.5477178423236515,0.04375,1.1929460580912863,0.5477178423236515,0.04375
10170,22,274.0,333.0,170.0,298.0,1.2153284671532847,0.6204379562043796,0.025,1.2063755035284853,0.5913499106520883,0.0325
10178,37,2669.0,801.0,708.0,246.0,0.3001124016485575,0.26526789059572875,0.23333333333333334,0.6617223460380487,0.3927918940630435,0.15375
10186,40,3977.0,185.0,0.0,700.0,0.04651747548403319,0.0,0.18000000000000002,0.33099865905078835,0.17714116936002167,0.15966666666666668
10191,39,3995.0,761.0,1321.0,0.0,0.19048811013767208,0.3306633291614518,0.24848484848484848,0.1836188415091214,0.25145157561601683,0.23175757575757575
10202,39,3399.0,4033.0,3088.0,596.0,1.186525448661371,0.9085025007355104,0.17416666666666666,0.7593163863211636,0.6112341662735966,0.1901969696969697
10242,24,307.0,458.0,265.0,69.0,1.49185667752443,0.8631921824104235,0.12708333333333333,1.49185667752443,0.8631921824104235,0.12708333333333333
10250,15,91.0,166477.0,0.0,265.0,1829.4175824175825,0.0,0.0,1098.2472921215592,0.3452768729641694,0.050833333333333335
20447,38,3413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20452,36,2490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20457,33,1552.0,0.0,161.0,0.0,0.0,0.10373711340206186,0.0,0.0,0.062242268041237114,0.0
20462,23,321.0,0.0,0.0,0.0,0.0,0.0,0.060000000000000005,0.0,0.013831615120274915,0.036000000000000004
20467,10,42.0,703.0,223.0,0.0,16.738095238095237,5.309523809523809,0.007407407407407407,10.042857142857143,3.1995459008345604,0.012444444444444444
20503,21,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20505,23,321.0,139.0,0.0,0.0,0.43302180685358255,0.0,0.13333333333333333,0.25981308411214954,0.0,0.08
20511,24,358.0,0.0,81.0,18.0,0.0,0.22625698324022347,0.01515151515151515,0.08660436137071652,0.13575418994413407,0.03575757575757576
20522,25,440.0,0.0,27.0,0.0,0.0,0.06136363636363636,0.02666666666666667,0.057736240913811014,0.06698577958354496,0.0357979797979798
20527,25,440.0,0.0,447.0,0.0,0.0,1.0159090909090909,0.02666666666666667,0.0,0.6670695784662265,0.024363636363636365
20532,24,376.0,0.0,18.0,0.0,0.0,0.047872340425531915,0.14444444444444443,0.0,0.24417794970986462,0.09733333333333333
20538,21,234.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.15001934235976788,0.03437037037037037
20543,5,19.0,27.0,0.0,0.0,1.4210526315789473,0.0,0.0,0.8526315789473684,0.1418375241779497,0.024592592592592593
20551,23,294.0,202.0,407.0,27.0,0.6870748299319728,1.3843537414965987,0.012121212121212121,0.60171858216971,0.8369952236213635,0.028309764309764306
20562,23,294.0,398.0,9.0,27.0,1.3537414965986394,0.030612244897959183,0.3333333333333333,1.2338703902613677,0.29523809523809524,0.2024242424242424
20565,23,321.0,0.0,239.0,398.0,0.0,0.7445482866043613,0.020370370370370372,0.40816326530612246,0.7297221692415283,0.08131313131313131
20583,26,515.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.29781931464174455,0.07564814814814816
20591,26,515.0,0.0,370.0,0.0,0.0,0.7184466019417476,0.053030303030303025,0.0,0.43106796116504853,0.07681818181818181
20602,26,515.0,114.0,0.0,0.0,0.22135922330097088,0.0,0.0,0.13281553398058252,0.14368932038834953,0.033106060606060604
20610,8,31.0,173.0,0.0,114.0,5.580645161290323,0.0,0.0,3.392658941434388,0.14368932038834953,0.010606060606060605
20615,14,78.0,250.0,97.0,173.0,3.2051282051282053,1.2435897435897436,0.007407407407407407,3.083477799995182,0.7461538461538462,0.004444444444444444
20624,13,67.0,540.0,2393.0,0.0,8.059701492537313,35.71641791044776,0.036349206349206346,6.592975568806094,21.678568694986605,0.02329100529100529
20729,31,1114.0,9.0,431.0,18.0,0.00807899461400359,0.3868940754039497,0.26666666666666666,0.00807899461400359,0.3868940754039497,0.26666666666666666
20735,27,603.0,0.0,0.0,0.0,0.0,0.0,0.060000000000000005,0.003231597845601436,0.1547576301615799,0.14266666666666666
20740,7,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001615798922800718,0.07737881508078995,0.06533333333333334
20747,22,274.0,36.0,0.0,0.0,0.13138686131386862,0.0,0.0,0.07990931607018831,0.05158587672052663,0.043555555555555556
20762,27,603.0,0.0,18.0,0.0,0.0,0.029850746268656716,0.0,0.05255474452554745,0.017910447761194027,0.0
20770,23,321.0,0.0,99.0,0.0,0.0,0.308411214953271,0.02,0.0,0.1969870274794253,0.012
20775,9,36.0,643.0,0.0,0.0,17.86111111111111,0.0,0.0125,10.716666666666667,0.06765239224438555,0.0115
20783,23,112.0,1132.0,0.0,209.0,10.107142857142858,0.0,0.0,9.636507936507936,0.0616822429906542,0.006500000000000001
20791,25,440.0,0.0,300.0,0.0,0.0,0.6818181818181818,0.0,5.593650793650794,0.40909090909090906,0.0025000000000000005
20802,27,603.0,0.0,357.0,0.0,0.0,0.5920398009950248,0.28611111111111115,2.021428571428572,0.4915875169606512,0.1716666666666667
20808,25,440.0,0.0,69.0,0.0,0.0,0.15681818181818183,0.016666666666666666,0.0,0.3488625056535504,0.06722222222222222
20813,12,57.0,0.0,11.0,0.0,0.0,0.19298245614035087,0.005128205128205128,0.0,0.2655610702468519,0.06363247863247865
20826,22,274.0,1413.0,360.0,0.0,5.156934306569343,1.313868613138686,0.04791666666666667,3.0941605839416058,0.8582812954749182,0.033108974358974363
20842,45,10001.0,97.0,193.0,286.0,0.0096990300969903,0.0192980701929807,0.07666666666666666,2.0685931406859313,0.5371262873712629,0.06516666666666666
20847,45,10190.0,0.0,241.0,97.0,0.0,0.02365063788027478,0.0,0.00387961203879612,0.02190961080535715,0.030666666666666665
20852,45,10287.0,0.0,949.0,0.0,0.0,0.09225235734422087,0.17333333333333334,0.00193980601939806,0.06394115602118361,0.11933333333333333
20857,45,10287.0,0.0,228.0,0.0,0.0,0.02216389617964421,0.3433333333333334,0.00129320401293204,0.031325146430116704,0.23933333333333334
20862,45,10287.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.018408918853885316,0.1168888888888889
20867,45,10287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015255500469848679,0.07955555555555556
20882,46,12043.0,0.0,628.0,0.0,0.0,0.05214647513078137,0.0,0.0,0.03128788507846882,0.0
20887,46,12043.0,342.0,201.0,0.0,0.028398239641285395,0.01669019347338703,0.47,0.017038943784771235,0.03087270613634477,0.282
20892,45,9945.0,241.0,0.0,342.0,0.02423328305681247,0.0,0.02666666666666667,0.02021961776234456,0.01376733372083368,0.11
20897,45,10046.0,906.0,0.0,241.0,0.0901851483177384,0.0,0.0,0.06112862535038942,0.009178222480555788,0.06622222222222222
20902,45,10026.0,724.0,0.0,261.0,0.07221224815479753,0.0,0.0,0.062369571694990016,0.0022253591297849372,0.06622222222222222
20907,45,9563.0,0.0,375.0,724.0,0.0,0.03921363588831957,0.08666666666666667,0.024884090603913122,0.02352818153299174,0.05555555555555555
20922,45,10287.0,0.0,11.0,0.0,0.0,0.0010693107805968699,0.04,0.0,0.01632704082368595,0.05866666666666667
20927,45,10287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042772431223874797,0.016
20932,45,10287.0,0.0,36.0,0.0,0.0,0.003499562554680665,0.0,0.0,0.002313599688927773,0.008
20937,45,10287.0,0.0,239.0,0.0,0.0,0.02323320696024108,0.03333333333333333,0.0,0.014549107287514986,0.025333333333333333
20942,45,10287.0,0.0,97.0,0.0,0.0,0.009429376883445124,0.21333333333333335,0.0,0.009221995398723306,0.13244444444444445
20947,45,10287.0,872.0,604.0,0.0,0.08476718188004277,0.05871488286186449,0.08666666666666667,0.05086030912802566,0.04005054923690095,0.08488888888888889
20962,45,10102.0,125.0,668.0,185.0,0.012373787368837853,0.06612551969906949,0.0,0.04133114517331982,0.06316126496418749,0.03466666666666667
20967,44,8787.0,0.0,815.0,0.0,0.0,0.09275065437578241,0.4233333333333333,0.004949514947535142,0.08210060050509724,0.25399999999999995
20972,44,8787.0,0.0,844.0,0.0,0.0,0.0960509844087857,0.3555555555555555,0.002474757473767571,0.0894058254602418,0.29799999999999993
20978,44,8787.0,0.0,18.0,0.0,0.0,0.0020484807101399795,0.33666666666666667,0.001649838315845047,0.03521937622390233,0.3058518518518518
