B139	75519261716216869	3084	0	2304
B139	75519261717268081	8460	0	2304
B139	75519261717268081	8716	0	2304
B139	75519261717268081	8972	0	2304
B139	75519261717793844	9740	0	2304
B139	75519261717793844	9996	0	2304
B139	75519261717793844	10252	0	2304
B139	75519261717793844	10508	0	2304
B139	75519261717793844	11020	0	7168
B139	75519261717793844	11532	0	10496
B139	75519261718315721	11788	0	7168
B139	75519261718315721	12044	0	8192
B139	75519261718315721	12300	0	8192
B139	75519261718315721	12556	0	7168
B139	75519261718315721	12812	0	7168
B139	75519261718315721	13580	0	4608
B139	75519261718315721	13836	0	4608
B139	75519261718315721	14092	0	6656
B139	75519261718842948	14348	0	8192
B139	75519261719364053	16652	0	7168
B139	75519261719364053	18956	0	27904
B139	75519261719886295	21004	0	27904
B139	75519261720416463	24076	0	10496
B139	75519261720935330	26636	0	23808
B139	75519261723033723	36876	0	10496
B139	75519261723556528	38924	0	10496
B139	75519261725655962	49676	0	15616
B139	75519261726177487	51724	0	12544
B139	75519261728276781	62476	0	12544
B139	75519261728803519	64524	0	12544
B139	75519261728803519	64780	0	3840
B139	75519261728803519	65036	0	3840
B139	75519261728803519	65292	0	2304
B139	75519261729329566	13	0	2304
B139	75519261729329566	269	0	2304
B139	75519261729329566	525	0	2304
B139	75519261729329566	781	0	2304
B139	75519261729329566	1037	0	2304
B139	75519261729329566	1293	0	5632
B139	75519261729329566	1549	0	4608
B139	75519261729329566	1805	0	4608
B139	75519261729329566	2061	0	6656
B139	75519261729329566	2317	0	10496
B139	75519261729848134	2573	0	12544
B139	75519261729848134	4365	0	10496
B139	75519261730898213	9741	0	13568
B139	75519261731945616	14861	0	4608
B139	75519261732471384	16909	0	4864
B139	75519261732471384	17165	0	32000
B139	75519261732471384	17421	0	32000
B139	75519261732471384	17677	0	27904
B139	75519261732994151	18957	0	6656
B139	75519261732994151	19213	0	32000
B139	75519261732994151	19469	0	32000
B139	75519261732994151	19725	0	27904
B139	75519261735092491	30221	0	10496
B139	75519261735619238	32269	0	10496
B139	75519261735619238	32525	0	3840
B139	75519261735619238	32781	0	4864
B139	75519261735619238	33037	0	3840
B139	75519261736143475	33293	0	4608
B139	75519261736143475	33549	0	4608
B139	75519261736143475	33805	0	4864
B139	75519261736143475	34061	0	4864
B139	75519261736143475	34317	0	3840
B139	75519261736143475	34573	0	12544
B139	75519261736143475	34829	0	8192
B139	75519261736143475	35085	0	8192
B139	75519261736143475	35341	0	8192
B139	75519261736143475	35597	0	6656
B139	75519261736663898	35853	0	6656
B139	75519261736663898	36109	0	4608
B139	75519261737714422	43021	0	13568
B139	75519261738238544	45581	0	6656
B139	75519261738764307	47629	0	6656
B139	75519261738764307	47885	0	8192
B139	75519261738764307	48141	0	8192
B139	75519261738764307	48397	0	8192
B139	75519261739288308	48653	0	8192
B139	75519261739288308	48909	0	8192
B139	75519261739288308	49165	0	5632
B139	75519261739288308	49677	0	8192
B139	75519261739288308	49933	0	10496
B139	75519261739288308	50189	0	5632
B139	75519261739288308	50957	0	12544
B139	75519261739809067	51213	0	3840
B139	75519261740861897	58381	0	15616
B139	75519261741908155	63501	0	36096
B139	75519261742431161	14	1	36096
B139	75519261742954935	2062	0	36096
B139	75519261743479788	4110	0	36096
B139	75519261744007228	6158	0	3840
B139	75519261744007228	6414	0	3840
B139	75519261744007228	6670	0	3840
B139	75519261744007228	6926	0	3840
B139	75519261744007228	7182	0	3840
B139	75519261744007228	7438	0	3840
B139	75519261744007228	7694	0	3840
B139	75519261744007228	7950	0	3840
B139	75519261744007228	8206	0	3840
B139	75519261744007228	8462	0	4608
B139	75519261744528405	8718	0	4608
B139	75519261744528405	8974	0	5632
B139	75519261744528405	9230	0	6656
B139	75519261744528405	9486	0	6656
B139	75519261744528405	9742	0	6656
B139	75519261744528405	9998	0	5632
B139	75519261745053881	11790	0	2304
B139	75519261745053881	12046	1	0
B139	75519261745578068	15886	0	13568
B139	75519261746626802	21006	0	13568
B139	75519261747152653	23054	0	13568
B139	75519261747152653	23310	0	10496
B139	75519261747152653	23566	0	10496
B139	75519261747152653	23822	0	8192
B139	75519261747673854	24078	0	10496
B139	75519261747673854	24334	0	10496
B139	75519261747673854	24590	0	10496
B139	75519261747673854	24846	0	10496
B139	75519261747673854	25102	0	8192
B139	75519261748199502	26638	0	10496
B139	75519261749248406	33806	0	45312
B139	75519261749772786	35854	0	45312
B139	75519261749772786	36366	0	5632
B139	75519261750298030	37902	0	45312
B139	75519261750298030	38414	0	13568
B139	75519261750298030	38670	0	10496
B139	75519261750298030	38926	0	10496
B139	75519261750298030	39182	0	10496
B139	75519261750822574	39438	0	3840
B139	75519261750822574	40462	0	20736
B139	75519261750822574	40718	0	8192
B139	75519261750822574	40974	0	8192
B139	75519261750822574	41230	0	6656
B139	75519261750822574	41486	0	6656
B139	75519261750822574	41742	0	6656
B139	75519261751345455	41998	0	10496
B139	75519261751345455	42510	0	20736
B139	75519261751345455	44046	0	10496
B139	75519261751868545	46094	0	10496
B139	75519261752395365	48142	0	10496
B139	75519261752395365	49166	0	27904
B139	75519261752916714	50190	0	10496
B139	75519261753441835	52238	0	10496
B139	75519261753441835	54286	0	10496
B139	75519261753966922	56846	0	45312
B139	75519261754489617	58894	0	45312
B139	75519261755013892	60942	0	45312
B139	75519261755537953	62990	0	20736
B139	75519261756062802	65038	0	20736
B139	75519261757637421	9231	0	17664
B139	75519261758159735	11279	0	8192
B139	75519261772053357	12816	0	6656
B139	75519261772577522	14864	0	6656
B139	75519261772577522	15120	0	17664
B139	75519261773105089	17168	0	17664
B139	75519261773105089	19472	0	8192
B139	75519261775199189	28176	0	10496
B139	75519261775729054	30224	0	10496
B139	75519261775729054	32272	0	3840
B139	75519261776248812	32528	0	8192
B139	75519261776248812	32784	1	8192
B139	75519261776248812	33040	0	8192
B139	75519261776248812	33296	0	8192
B139	75519261776248812	33552	0	8192
B139	75519261776248812	33808	0	8192
B139	75519261776248812	34064	0	7168
B139	75519261776248812	34320	0	7168
B139	75519261776248812	34576	0	6656
B139	75519261776248812	34832	0	8192
B139	75519261776774044	35088	0	8192
B139	75519261776774044	35344	0	6656
B139	75519261776774044	35600	0	6656
B139	75519261776774044	35856	0	3840
B139	75519261776774044	36112	0	3840
B139	75519261776774044	36368	0	5632
B139	75519261776774044	36624	0	8192
B139	75519261776774044	36880	0	8192
B139	75519261776774044	37136	0	8192
B139	75519261776774044	37392	0	8192
B139	75519261777299708	37648	0	8192
B139	75519261777299708	37904	0	6656
B139	75519261777299708	38160	0	10496
B139	75519261777299708	38416	0	6656
B139	75519261777299708	38672	0	10496
B139	75519261777299708	38928	0	8192
B139	75519261777299708	39184	0	5632
B139	75519261777299708	39440	0	3840
B139	75519261777299708	39696	0	3840
B139	75519261777299708	39952	0	3840
B139	75519261777820222	40208	0	10496
B139	75519261777820222	40464	0	6656
B139	75519261779396842	50192	0	10496
B139	75519261780441064	53776	0	6656
B139	75519261780970298	55824	0	6656
B139	75519261780970298	56080	0	10496
B139	75519261780970298	56336	0	5632
B139	75519261780970298	57872	0	10496
B139	75519261781496169	58128	0	8192
B139	75519261781496169	58384	0	10496
B139	75519261781496169	58640	0	10496
B139	75519261781496169	58896	0	10496
B139	75519261781496169	59152	0	10496
B139	75519261781496169	59408	0	10496
B139	75519261781496169	59664	0	10496
