SFN,supply_bytes_grant,supply_bytes_pusch,demand_bytes,ratio_grant,ratio_pusch,smoothed_ratio_grant,smoothed_ratio_pusch
274,101.0,161.0,60.0,0.594059405940594,0.37267080745341613,349.8860554446658,1958.6230590774903
275,,533.0,150000.0,,281.42589118198873,370.7426750942555,1790.9033422879402
275,,93.0,150000.0,,1612.9032258064517,401.48959293403095,1774.7215135168956
276,9.0,113.0,150000.0,16666.666666666668,1327.4336283185842,1785.5821855266238,1883.624570636767
276,9.0,285.0,150000.0,16666.666666666668,526.3157894736842,3136.009535953974,1770.5155055398434
277,157.0,121.0,150000.0,955.4140127388536,1239.6694214876034,2968.2714187835804,484.93240177492135
278,133.0,101.0,150000.0,1127.8195488721803,1485.148514851485,3054.889871695522,561.8721027808109
279,9.0,121.0,150000.0,16666.666666666668,1239.6694214876034,4027.1596427648888,657.0491028142702
280,9.0,105.0,150000.0,16666.666666666668,1428.5714285714287,4869.793444358341,764.2469050120725
280,97.0,105.0,150000.0,1546.3917525773195,1428.5714285714287,4972.877980440815,811.6986566948835
281,161.0,121.0,150000.0,931.6770186335403,1239.6694214876034,4720.302920327861,900.2376359911262
281,9.0,121.0,150000.0,16666.666666666668,1239.6694214876034,5761.9667988904375,922.8664216908915
282,133.0,,150000.0,1127.8195488721803,,5785.813729650173,922.8664216908915
282,9.0,,150000.0,16666.666666666668,,6795.483809286123,922.8664216908915
283,97.0,,150000.0,1546.3917525773195,,6874.544175623331,922.8664216908915
284,77.0,97.0,150000.0,1948.051948051948,1546.3917525773195,6913.332820606666,961.8367548712931
284,4.0,97.0,150000.0,37500.0,1546.3917525773195,8712.54853704157,1026.4896523766588
290,11.0,,150000.0,13636.363636363636,,8986.093820337239,1076.1605697896368
290,97.0,,150000.0,1546.3917525773195,,8992.639393893121,1076.1605697896368
292,357.0,133.0,150000.0,420.16806722689074,1127.8195488721803,9015.949060994284,1151.3348878373158
293,261.0,,150000.0,574.7126436781609,,9047.844537898296,1233.5464747680203
298,161.0,,70.0,0.43478260869565216,,8571.665077093581,1306.7865196592536
300,357.0,225.0,70.0,0.19607843137254902,0.3111111111111111,8143.091627160471,1182.7409723749965
300,149.0,225.0,70.0,0.4697986577181208,0.3111111111111111,7309.781783760025,1080.6546248974987
300,113.0,225.0,70.0,0.6194690265486725,0.3111111111111111,6476.479423878018,1040.1927265619158
301,153.0,,70.0,0.45751633986928103,,6428.731599058069,1023.569668651442
302,,185.0,70.0,,0.3783783783783784,6707.726970120484,899.8388239453498
311,97.0,,70.0,0.7216494845360825,,5830.571969216161,868.9451332596905
312,137.0,,70.0,0.5109489051094891,,4953.405878807658,812.9825037285166
313,4.0,,70.0,17.5,,4872.937891829904,744.5837343015263
315,193.0,,70.0,0.3626943005181347,,4823.921348443956,682.6980234032667
317,113.0,,70.0,0.6194690265486725,,3946.7609696207915,603.13068081979
318,9.0,,70.0,7.777777777777778,,3887.8114027210863,603.13068081979
318,9.0,,70.0,7.777777777777778,,3011.0277769900918,603.13068081979
320,293.0,,70.0,0.23890784982935154,,2929.6513114781187,603.13068081979
320,9.0,,70.0,7.777777777777778,,2827.531618305794,445.9205021935351
321,9.0,,70.0,7.777777777777778,,854.2567645046245,225.82625211677822
321,4.0,,70.0,17.5,,137.47446785390676,225.82625211677822
321,9.0,,70.0,7.777777777777778,,56.49478496972034,225.82625211677822
322,,121.0,70.0,,0.5785123966942148,36.29071373321088,0.3780448216811853
323,,55.0,70.0,,1.2727272727272727,4.61883550115499,0.5271585635221999
324,,129.0,70.0,,0.5426356589147286,4.880338806933699,0.529369577149704
324,,293.0,70.0,,0.23890784982935154,5.192622831971109,0.5190548255380241
324,,9.0,70.0,,7.777777777777778,5.529967415846322,1.5857214922046907
325,,47.0,70.0,,1.4893617021276595,5.9076980611769105,1.7540430052070548
325,,4.0,70.0,,17.5,6.36187987128588,3.722287629556173
326,,97.0,70.0,,0.7216494845360825,6.36187987128588,3.765196517825886
327,93.0,,70.0,0.7526881720430108,,6.36446642857813,3.765196517825886
328,,97.0,70.0,,0.7216494845360825,6.896604385257097,3.42702462523813
331,,93.0,70.0,,0.7526881720430108,5.836264823782807,3.159590979918618
332,11.0,105.0,70.0,6.363636363636363,0.6666666666666666,6.4363590300946285,2.932961496895713
332,217.0,105.0,70.0,0.3225806451612903,0.6666666666666666,6.406670191955891,2.7441035943766265
333,261.0,,70.0,0.2681992337164751,,5.65571233754976,2.7441035943766265
334,217.0,,70.0,0.3225806451612903,,4.910192624288112,2.7441035943766265
335,317.0,,70.0,0.22082018927444794,,4.908383858232622,2.7441035943766265
336,9.0,269.0,70.0,7.777777777777778,0.26022304832713755,4.908383858232621,2.553035860065127
337,,145.0,70.0,,0.4827586206896552,4.5895623116164925,2.4051589143954506
338,,253.0,70.0,,0.2766798418972332,2.9757576005685538,2.263260309562236
339,,253.0,70.0,,0.2766798418972332,2.289754718110093,2.139099030333173
340,,105.0,70.0,,0.6666666666666666,2.289754718110093,2.1446086722064517
340,,9.0,70.0,,7.777777777777778,2.289754718110093,2.5511743287721083
341,,69.0,70.0,,1.0144927536231885,2.289754718110093,2.580665397191387
342,373.0,,70.0,0.1876675603217158,,2.0269938233865465,2.736782567015523
345,11.0,,70.0,6.363636363636363,,2.5088429945254145,2.3767114805325043
349,153.0,,2735.0,17.875816993464053,,4.0455403944192785,2.444969155794416
350,437.0,,2735.0,6.258581235697941,,4.246725925444611,1.1903832521106172
351,11.0,,1191.0,108.27272727272727,,12.9155593710515,1.2329954127992113
351,125.0,,1191.0,9.528,,13.646835356714583,1.2329954127992113
353,,153.0,1191.0,,7.784313725490196,13.646835356714583,1.875055798340494
364,,97.0,2735.0,,28.195876288659793,13.646835356714583,4.369891081669293
368,87.0,,2735.0,31.436781609195403,,15.736264127177835,4.7402135231695555
369,93.0,,2735.0,29.408602150537636,,18.160099252625866,5.192829840558765
370,325.0,,2735.0,8.415384615384616,,18.83903136776488,5.192829840558765
371,193.0,4.0,2735.0,14.17098445595855,683.75,19.993065018664648,73.0485468565029
371,193.0,4.0,2735.0,14.17098445595855,683.75,21.15557870755499,128.56686077863898
372,55.0,87.0,2735.0,49.72727272727273,31.436781609195403,24.651369953346233,131.40109337508156
372,93.0,87.0,2735.0,29.408602150537636,31.436781609195403,25.017310891591727,134.2150954649457
373,,93.0,2735.0,,29.408602150537636,25.017310891591727,136.8634520384585
374,285.0,325.0,2735.0,9.596491228070175,8.415384615384616,23.91582377276876,137.60333429059372
375,373.0,193.0,23754.0,63.683646112600535,123.07772020725389,26.567011928757545,148.73161188519254
376,69.0,93.0,23754.0,344.2608695652174,255.41935483870967,46.422878031036284,171.24448252709544
376,69.0,55.0,23754.0,344.2608695652174,431.8909090909091,63.94275988598811,210.41506583048505
376,87.0,93.0,23754.0,273.0344827586207,255.41935483870967,79.99257254471159,214.1654232478371
376,87.0,55.0,23754.0,273.0344827586207,431.8909090909091,95.67909292088713,230.913537543458
377,35.0,,23754.0,678.6857142857143,,134.55026334984302,230.913537543458
378,29.0,285.0,23754.0,819.1034482758621,83.34736842105264,182.36466729338213,220.37309689185764
379,113.0,85.0,23754.0,210.21238938053096,279.45882352941175,188.36111800560582,224.31214533436122
379,113.0,373.0,23754.0,210.21238938053096,63.683646112600535,200.16608208681353,214.2728641330012
380,93.0,87.0,23754.0,255.41935483870967,273.0344827586207,203.23570835080778,230.85099969757186
380,93.0,9.0,23754.0,255.41935483870967,2639.3333333333335,205.98221606069737,394.04709076286395
