TTI	LCG_0	LCG_1	LCG_2	LCG_3	Num_RBs	TBS_Index	MCS_Index	Redund_Ver	PUSCH_TB_Size
2126	0	0	0	0	-	-	-	-	-
2131	0	0	0	0	-	-	-	-	-
2132	-	-	-	-	6	16	10	-	-
2134	0	0	0	0	-	-	-	-	-
2136	0	0	0	0	-	-	-	-	-
2137	-	-	-	-	6	16	10	-	-
2141	0	0	0	0	-	-	-	-	-
2142	-	-	-	-	5	18	12	-	-
2146	0	0	0	0	-	-	-	-	-
2147	-	-	-	-	4	19	13	-	-
2151	0	0	0	0	-	-	-	-	-
2152	-	-	-	-	3	23	17	-	-
2156	0	0	0	0	-	-	-	-	-
2157	-	-	-	-	3	25	19	-	-
2159	-	-	-	-	4	21	15	-	-
2160	-	-	-	-	3	23	30	-	-
2161	0	0	0	0	-	-	-	-	-
2162	-	-	-	-	5	17	11	-	-
2163	0	0	0	0	-	-	-	-	-
2166	0	0	0	0	-	-	-	-	-
2168	-	-	-	-	4	19	13	-	-
2171	-	-	-	-	6	17	11	0	249
2172	0	0	0	0	4	19	13	0	217
2175	0	0	0	0	-	-	-	1	269
2176	0	0	0	0	-	-	-	0	217
2177	-	-	-	-	4	19	13	-	-
2181	0	0	0	0	5	17	11	0	217
2182	-	-	-	-	4	20	14	-	-
2185	0	0	0	0	-	-	-	1	225
2186	0	0	0	0	-	-	-	0	233
2187	-	-	-	-	5	17	11	-	-
2191	0	0	0	0	5	17	11	0	225
2192	-	-	-	-	4	20	14	-	-
2195	0	0	0	0	-	-	-	1	225
2196	0	0	0	0	-	-	-	0	233
2197	-	-	-	-	3	23	17	-	-
2201	0	0	0	0	6	17	11	0	217
2202	-	-	-	-	4	19	13	-	-
2205	0	0	0	0	-	-	-	1	269
2206	0	0	0	0	-	-	-	0	217
2207	-	-	-	-	5	17	11	-	-
2209	-	-	-	-	-	-	-	0	217
2211	0	0	0	0	-	-	-	0	225
2212	-	-	-	-	5	17	11	-	-
2214	-	-	-	-	6	16	10	-	-
2216	0	0	0	0	-	-	-	0	225
2217	-	-	-	-	5	17	11	-	-
2218	0	0	0	0	-	-	-	1	241
2221	0	0	0	0	-	-	-	0	225
2222	-	-	-	-	5	17	11	-	-
2226	0	0	0	0	-	-	-	0	225
2227	-	-	-	-	5	18	12	-	-
2231	0	0	0	0	-	-	-	0	249
2232	-	-	-	-	5	20	14	-	-
2236	0	0	0	0	-	-	-	1	293
2237	-	-	-	-	5	18	12	-	-
2241	0	0	0	0	-	-	-	0	249
2242	-	-	-	-	6	14	9	-	-
2244	-	-	-	-	-	-	-	0	293
2246	0	0	0	0	-	-	-	1	217
2247	-	-	-	-	5	17	11	-	-
2251	0	0	0	0	-	-	-	0	225
2252	-	-	-	-	6	14	9	-	-
2256	0	0	0	0	-	-	-	1	217
2257	-	-	-	-	4	23	17	-	-
2261	0	0	0	0	-	-	-	0	285
2262	-	-	-	-	6	16	10	-	-
2266	0	0	0	0	-	-	-	1	241
2267	-	-	-	-	5	17	11	-	-
2269	-	-	-	-	-	-	-	0	285
2271	0	0	0	0	-	-	-	0	225
2272	-	-	-	-	6	14	9	-	-
2276	0	0	0	0	-	-	-	1	217
2277	-	-	-	-	5	17	11	-	-
2281	0	0	0	0	-	-	-	0	225
2282	-	-	-	-	4	21	15	-	-
2286	-	-	-	-	-	-	-	0	249
2287	-	-	-	-	5	18	12	-	-
2289	-	-	-	-	6	14	9	-	-
2291	-	-	-	-	-	-	-	0	249
2292	-	-	-	-	5	17	11	-	-
2293	-	-	-	-	-	-	-	1	217
2296	-	-	-	-	-	-	-	0	225
2297	-	-	-	-	5	17	11	-	-
2300	-	-	-	-	8	14	9	-	-
2301	-	-	-	-	-	-	-	0	225
2302	-	-	-	-	5	17	11	-	-
2304	-	-	-	-	-	-	-	1	285
2306	-	-	-	-	-	-	-	0	225
2307	-	-	-	-	4	19	13	-	-
2310	-	-	-	-	5	20	14	-	-
2311	-	-	-	-	-	-	-	0	217
2312	-	-	-	-	5	18	12	-	-
2314	-	-	-	-	-	-	-	1	293
2316	-	-	-	-	-	-	-	0	249
2317	-	-	-	-	5	18	12	-	-
2318	-	-	-	-	5	20	30	-	-
2320	-	-	-	-	8	12	7	-	-
2321	-	-	-	-	-	-	-	0	249
2322	-	-	-	-	6	16	10	0	293
2324	-	-	-	-	-	-	-	0	225
2326	-	-	-	-	-	-	-	0	241
2327	-	-	-	-	5	18	12	-	-
2330	-	-	-	-	9	11	6	-	-
2331	-	-	-	-	-	-	-	0	249
2332	-	-	-	-	8	13	8	-	-
2334	-	-	-	-	-	-	-	1	225
2336	-	-	-	-	-	-	-	0	253
2337	-	-	-	-	5	17	11	-	-
2340	-	-	-	-	5	18	12	-	-
2341	-	-	-	-	-	-	-	0	225
2342	-	-	-	-	5	17	11	-	-
2344	-	-	-	-	-	-	-	1	249
2346	-	-	-	-	-	-	-	0	225
2347	-	-	-	-	5	18	12	-	-
2350	-	-	-	-	6	14	9	-	-
2352	-	-	-	-	6	16	10	-	-
2286	0	0	0	0	-	-	-	-	-
2291	0	0	0	0	-	-	-	-	-
2293	0	0	0	0	-	-	-	-	-
2296	0	0	0	0	-	-	-	-	-
2301	0	0	0	0	-	-	-	-	-
2304	0	0	0	0	-	-	-	-	-
2306	0	0	0	0	-	-	-	-	-
2311	0	0	0	0	-	-	-	-	-
2314	0	0	0	0	-	-	-	-	-
2316	0	0	0	14	-	-	-	-	-
2321	0	0	0	0	-	-	-	-	-
2324	0	0	0	0	-	-	-	-	-
2326	0	0	0	0	-	-	-	-	-
2331	0	0	0	0	-	-	-	-	-
2334	0	0	0	0	-	-	-	-	-
2336	0	0	0	0	-	-	-	-	-
2341	0	0	0	0	-	-	-	-	-
2344	0	0	0	0	-	-	-	-	-
2346	0	0	0	0	-	-	-	-	-
2351	0	0	0	0	-	-	-	-	-
2354	0	0	0	0	-	-	-	-	-
2356	0	0	0	0	-	-	-	-	-
2357	-	-	-	-	3	23	17	-	-
2360	-	-	-	-	6	17	11	-	-
2361	0	0	0	0	-	-	-	0	217
2362	-	-	-	-	5	18	12	-	-
2364	0	0	0	0	-	-	-	1	269
2365	-	-	-	-	3	23	30	-	-
2366	0	0	0	0	-	-	-	0	249
2367	-	-	-	-	5	19	13	-	-
2369	-	-	-	-	-	-	-	0	217
2370	-	-	-	-	6	17	11	-	-
2371	0	0	0	0	-	-	-	0	269
2372	-	-	-	-	4	19	13	-	-
2374	0	0	0	0	-	-	-	1	269
2376	0	0	0	0	-	-	-	0	217
2377	-	-	-	-	5	18	12	-	-
2380	-	-	-	-	6	16	10	-	-
2381	0	0	0	0	-	-	-	0	249
2382	-	-	-	-	5	18	12	-	-
2384	0	0	0	0	-	-	-	1	241
2386	0	0	0	0	-	-	-	0	249
2387	-	-	-	-	4	23	17	-	-
2390	-	-	-	-	5	18	30	-	-
2391	0	0	0	0	-	-	-	0	285
2392	-	-	-	-	6	16	10	-	-
2394	-	-	-	-	-	-	-	0	249
2395	-	-	-	-	4	23	30	-	-
2396	0	0	0	0	4	0	29	0	241
2399	-	-	-	-	8	14	9	0	285
2400	-	-	-	-	-	-	-	1	0
2403	0	0	0	0	-	-	-	0	285
2404	-	-	-	-	6	16	10	-	-
2405	-	-	-	-	8	13	8	-	-
2407	-	-	-	-	6	16	10	-	-
2408	0	0	0	0	-	-	-	0	241
2409	0	0	0	0	-	-	-	1	253
2411	0	0	0	0	-	-	-	0	241
2412	-	-	-	-	4	20	14	-	-
2415	-	-	-	-	6	17	11	-	-
2416	0	0	0	0	-	-	-	0	233
2417	-	-	-	-	6	17	11	-	-
2419	0	0	0	0	-	-	-	1	269
2421	0	0	0	0	-	-	-	0	269
2422	-	-	-	-	4	22	16	-	-
2425	-	-	-	-	5	21	15	-	-
2426	0	0	0	0	-	-	-	0	269
2427	-	-	-	-	3	24	18	-	-
2429	0	0	0	0	-	-	-	1	309
2431	0	0	0	0	-	-	-	0	225
2432	-	-	-	-	4	23	17	-	-
2435	-	-	-	-	5	17	11	-	-
2436	0	0	0	0	-	-	-	0	285
2437	-	-	-	-	4	21	15	-	-
2439	0	0	0	0	-	-	-	1	225
2440	-	-	-	-	4	23	30	-	-
2441	0	0	0	0	-	-	-	0	249
2442	-	-	-	-	6	16	10	-	-
2444	-	-	-	-	-	-	-	0	285
2446	0	0	0	0	-	-	-	0	241
2447	-	-	-	-	4	20	14	-	-
2450	-	-	-	-	8	14	9	-	-
2451	0	0	0	0	-	-	-	0	233
2452	-	-	-	-	5	18	12	-	-
2454	0	0	0	0	-	-	-	1	285
2456	0	0	0	0	-	-	-	0	249
2457	-	-	-	-	5	17	11	-	-
2461	-	-	-	-	-	-	-	0	225
2462	-	-	-	-	5	17	11	-	-
2466	-	-	-	-	-	-	-	0	225
2467	-	-	-	-	4	19	13	-	-
2470	-	-	-	-	5	17	30	-	-
2471	-	-	-	-	9	12	7	0	217
2472	-	-	-	-	8	13	8	-	-
2474	-	-	-	-	-	-	-	0	225
2475	-	-	-	-	4	19	30	1	253
2476	-	-	-	-	-	-	-	0	253
2477	-	-	-	-	8	12	7	-	-
2479	-	-	-	-	-	-	-	0	217
2480	-	-	-	-	8	13	8	-	-
2481	-	-	-	-	-	-	-	0	225
2482	-	-	-	-	8	13	8	-	-
2484	-	-	-	-	-	-	-	0	253
2486	-	-	-	-	-	-	-	0	253
2487	-	-	-	-	5	17	11	-	-
2490	-	-	-	-	6	17	11	-	-
2491	-	-	-	-	-	-	-	0	225
2492	-	-	-	-	4	20	14	-	-
2494	-	-	-	-	-	-	-	1	269
2496	-	-	-	-	-	-	-	0	233
2497	-	-	-	-	4	21	15	-	-
2501	-	-	-	-	5	16	10	0	249
2503	-	-	-	-	3	19	13	-	-
2505	-	-	-	-	-	-	-	1	201
2507	-	-	-	-	4	19	13	0	161
2510	-	-	-	-	8	14	9	-	-
2511	-	-	-	-	-	-	-	0	217
2512	-	-	-	-	5	18	12	-	-
2514	-	-	-	-	-	-	-	1	285
2516	-	-	-	-	-	-	-	0	249
2517	-	-	-	-	5	17	11	-	-
2520	-	-	-	-	6	17	11	-	-
2521	-	-	-	-	-	-	-	0	225
2522	-	-	-	-	4	19	13	-	-
2524	-	-	-	-	-	-	-	1	269
2526	-	-	-	-	-	-	-	0	217
2527	-	-	-	-	6	16	10	-	-
2530	-	-	-	-	8	14	9	-	-
2531	-	-	-	-	-	-	-	0	241
2532	-	-	-	-	6	17	11	-	-
2534	-	-	-	-	-	-	-	1	285
2536	-	-	-	-	-	-	-	0	269
2461	0	0	0	0	-	-	-	-	-
2466	0	0	0	0	-	-	-	-	-
2471	0	0	0	0	-	-	-	-	-
2475	0	0	0	0	-	-	-	-	-
2476	0	0	0	0	-	-	-	-	-
2481	0	0	0	0	-	-	-	-	-
2484	0	0	0	0	-	-	-	-	-
2486	0	0	0	0	-	-	-	-	-
2491	0	0	0	0	-	-	-	-	-
2494	0	0	0	0	-	-	-	-	-
2496	0	0	0	0	-	-	-	-	-
2501	0	0	0	0	-	-	-	-	-
2505	0	0	0	0	-	-	-	-	-
2507	0	0	0	0	-	-	-	-	-
2511	0	0	0	0	-	-	-	-	-
2514	0	0	0	0	-	-	-	-	-
2516	0	0	0	0	-	-	-	-	-
2521	0	0	0	0	-	-	-	-	-
2524	0	0	0	0	-	-	-	-	-
2526	0	0	0	0	-	-	-	-	-
2531	0	0	0	0	-	-	-	-	-
2534	0	0	0	0	-	-	-	-	-
2536	0	0	0	0	-	-	-	-	-
2537	-	-	-	-	5	18	12	-	-
2541	0	0	0	0	-	-	-	0	249
2542	-	-	-	-	4	21	15	-	-
2545	-	-	-	-	5	17	11	-	-
2546	0	0	0	0	-	-	-	0	249
2547	-	-	-	-	3	24	18	-	-
2549	0	0	0	0	-	-	-	1	225
2551	0	0	0	0	-	-	-	0	225
2552	-	-	-	-	8	13	8	-	-
2554	-	-	-	-	-	-	-	0	249
2555	-	-	-	-	6	17	11	-	-
2556	0	0	0	0	-	-	-	0	253
2557	-	-	-	-	4	21	15	-	-
2559	0	0	0	0	-	-	-	1	269
2561	0	0	0	0	-	-	-	0	249
2563	-	-	-	-	4	19	13	-	-
2565	-	-	-	-	5	20	14	-	-
2567	0	0	0	0	4	23	17	0	217
2569	0	0	0	0	-	-	-	1	293
2571	0	0	0	0	-	-	-	0	285
2572	-	-	-	-	3	23	17	-	-
2576	0	0	0	0	4	20	14	0	217
2577	-	-	-	-	3	24	18	-	-
2580	0	0	0	0	-	-	-	1	233
2581	0	0	0	0	-	-	-	0	225
2582	-	-	-	-	6	16	10	-	-
2584	-	-	-	-	-	-	-	0	217
2586	0	0	0	0	6	16	10	0	241
2587	-	-	-	-	5	19	13	-	-
2589	-	-	-	-	-	-	-	0	225
2590	0	0	0	0	-	-	-	1	241
2591	0	0	0	0	-	-	-	0	269
2592	-	-	-	-	4	19	13	-	-
2596	0	0	0	0	8	14	9	0	217
2597	-	-	-	-	6	16	10	-	-
2599	-	-	-	-	-	-	-	0	269
2600	0	0	0	0	4	19	30	1	285
2601	0	0	0	0	-	-	-	0	241
2602	-	-	-	-	8	12	7	-	-
2604	-	-	-	-	-	-	-	0	217
2606	0	0	0	0	-	-	-	0	225
2607	-	-	-	-	5	17	11	-	-
2610	-	-	-	-	8	13	8	-	-
2611	0	0	0	0	-	-	-	0	225
2612	-	-	-	-	6	16	10	-	-
2614	0	0	0	0	-	-	-	1	253
2616	0	0	0	0	-	-	-	0	241
2618	-	-	-	-	4	19	13	-	-
2620	-	-	-	-	5	17	11	-	-
2622	0	0	0	0	4	22	16	0	217
2624	0	0	0	0	-	-	-	1	225
2626	0	0	0	0	-	-	-	0	269
2627	-	-	-	-	5	17	11	-	-
2630	-	-	-	-	8	13	8	-	-
2631	0	0	0	0	-	-	-	0	225
2632	-	-	-	-	5	19	13	0	225
2634	-	-	-	-	-	-	-	1	253
2636	-	-	-	-	-	-	-	0	269
2637	-	-	-	-	6	17	11	-	-
2640	-	-	-	-	8	14	9	-	-
2641	-	-	-	-	-	-	-	0	269
2642	-	-	-	-	5	17	11	-	-
2644	-	-	-	-	-	-	-	1	285
2646	-	-	-	-	-	-	-	0	225
2647	-	-	-	-	6	16	10	-	-
2650	-	-	-	-	8	13	8	-	-
2651	-	-	-	-	-	-	-	0	241
2652	-	-	-	-	6	16	10	-	-
2654	-	-	-	-	-	-	-	1	253
2656	-	-	-	-	-	-	-	0	241
2657	-	-	-	-	5	18	12	-	-
2660	-	-	-	-	8	14	9	-	-
2661	-	-	-	-	-	-	-	0	249
2662	-	-	-	-	6	16	10	-	-
2664	-	-	-	-	-	-	-	1	285
2666	-	-	-	-	-	-	-	0	241
2667	-	-	-	-	6	16	10	-	-
2670	-	-	-	-	8	14	9	-	-
2671	-	-	-	-	-	-	-	0	241
2672	-	-	-	-	5	17	11	-	-
2674	-	-	-	-	-	-	-	1	285
2676	-	-	-	-	-	-	-	0	225
2678	-	-	-	-	4	22	16	-	-
2680	-	-	-	-	4	20	14	-	-
2682	-	-	-	-	4	19	13	0	269
2684	-	-	-	-	-	-	-	1	233
2686	-	-	-	-	-	-	-	0	217
2687	-	-	-	-	4	22	16	-	-
2690	-	-	-	-	4	19	30	-	-
2691	-	-	-	-	-	-	-	0	269
2694	-	-	-	-	-	-	-	0	217
2695	-	-	-	-	-	-	-	1	225
2696	-	-	-	-	-	-	-	0	217
2699	-	-	-	-	-	-	-	0	269
2701	-	-	-	-	-	-	-	0	253
2704	-	-	-	-	-	-	-	1	253
2706	-	-	-	-	-	-	-	0	285
2634	0	0	0	0	-	-	-	-	-
2636	0	0	0	0	-	-	-	-	-
2641	0	0	0	0	-	-	-	-	-
2644	0	0	0	0	-	-	-	-	-
2646	0	0	0	0	-	-	-	-	-
2651	0	0	0	0	-	-	-	-	-
2654	0	0	0	0	-	-	-	-	-
2656	0	0	0	0	-	-	-	-	-
2661	0	0	0	0	-	-	-	-	-
2664	0	0	0	0	-	-	-	-	-
2666	0	0	0	0	-	-	-	-	-
2671	0	0	0	0	-	-	-	-	-
2674	0	0	0	0	-	-	-	-	-
2676	0	0	0	0	-	-	-	-	-
2682	0	0	0	0	-	-	-	-	-
2684	0	0	0	0	-	-	-	-	-
2686	0	0	0	0	-	-	-	-	-
2691	0	0	0	0	8	12	7	-	-
2692	-	-	-	-	6	14	9	-	-
2695	0	0	0	0	4	22	30	-	-
2696	0	0	0	0	-	-	-	-	-
2697	-	-	-	-	8	13	8	-	-
2700	-	-	-	-	9	12	7	-	-
2701	0	0	0	0	-	-	-	-	-
2702	-	-	-	-	8	14	9	-	-
2704	0	0	0	0	-	-	-	-	-
2705	-	-	-	-	8	13	30	-	-
2706	0	0	0	0	-	-	-	-	-
2709	-	-	-	-	6	16	10	0	253
2711	-	-	-	-	10	10	5	-	-
2713	0	0	0	0	10	11	6	0	241
2714	-	-	-	-	-	-	-	0	285
2715	0	0	0	0	-	-	-	0	217
2717	0	0	0	0	8	12	7	0	253
2721	0	0	0	0	-	-	-	0	225
2722	-	-	-	-	4	20	14	-	-
2723	-	-	-	-	6	18	12	-	-
2726	0	0	0	0	-	-	-	0	233
2727	0	0	0	0	4	22	16	1	293
2731	0	0	0	0	-	-	-	0	269
2732	-	-	-	-	5	18	12	-	-
2733	-	-	-	-	6	14	9	-	-
2736	0	0	0	0	-	-	-	0	249
2737	0	0	0	0	5	18	12	1	217
2741	0	0	0	0	-	-	-	0	249
2742	-	-	-	-	4	21	15	-	-
2743	-	-	-	-	5	18	12	-	-
2746	0	0	0	0	-	-	-	0	249
2747	0	0	0	0	4	20	14	1	249
2751	0	0	0	0	-	-	-	0	233
2752	-	-	-	-	6	16	10	-	-
2753	-	-	-	-	8	13	8	-	-
2754	-	-	-	-	-	-	-	0	249
2755	-	-	-	-	4	20	30	-	-
2756	0	0	0	0	-	-	-	0	241
2757	0	0	0	0	-	-	-	1	253
2759	-	-	-	-	6	16	10	0	233
2763	0	0	0	0	-	-	-	0	241
2766	0	0	0	0	-	-	-	0	249
2767	0	0	0	0	-	-	-	1	241
2771	0	0	0	0	-	-	-	0	241
2776	0	0	0	0	-	-	-	0	217
2777	0	0	0	0	-	-	-	1	269
2781	0	0	0	0	-	-	-	0	233
2782	-	-	-	-	6	17	11	-	-
2784	-	-	-	-	8	14	9	-	-
2786	0	0	0	0	-	-	-	0	269
2787	-	-	-	-	4	19	13	-	-
2788	0	0	0	0	-	-	-	1	285
2791	0	0	0	0	-	-	-	0	217
2792	-	-	-	-	4	19	13	-	-
2794	-	-	-	-	6	17	11	-	-
2796	0	0	0	0	-	-	-	0	217
2797	-	-	-	-	5	17	11	-	-
2798	0	0	0	0	-	-	-	1	269
2801	-	-	-	-	-	-	-	0	225
2803	-	-	-	-	6	16	10	-	-
2804	-	-	-	-	8	13	8	-	-
2806	-	-	-	-	-	-	-	0	269
2807	-	-	-	-	5	18	12	0	241
2808	-	-	-	-	-	-	-	1	253
2811	-	-	-	-	-	-	-	0	249
2812	-	-	-	-	6	14	9	-	-
2816	-	-	-	-	-	-	-	0	217
2817	-	-	-	-	8	14	9	-	-
2821	-	-	-	-	-	-	-	1	285
2822	-	-	-	-	5	17	11	-	-
2826	-	-	-	-	-	-	-	0	225
2827	-	-	-	-	8	13	8	-	-
2831	-	-	-	-	-	-	-	1	253
2832	-	-	-	-	8	13	8	-	-
2836	-	-	-	-	-	-	-	0	253
2837	-	-	-	-	9	11	6	-	-
2841	-	-	-	-	-	-	-	1	225
2842	-	-	-	-	6	16	10	-	-
2846	-	-	-	-	-	-	-	0	241
2847	-	-	-	-	5	17	11	-	-
2851	-	-	-	-	-	-	-	1	225
2854	-	-	-	-	-	-	-	0	241
2856	-	-	-	-	6	14	9	-	-
2857	-	-	-	-	8	12	7	-	-
2860	-	-	-	-	-	-	-	0	217
2861	-	-	-	-	-	-	-	1	225
2865	-	-	-	-	4	21	15	-	-
2867	-	-	-	-	5	18	12	-	-
2869	-	-	-	-	-	-	-	0	249
2871	-	-	-	-	-	-	-	1	249
2876	-	-	-	-	-	-	-	0	269
2877	-	-	-	-	-	-	-	0	249
2881	-	-	-	-	-	-	-	1	225
2884	-	-	-	-	-	-	-	0	269
2801	0	0	0	17	-	-	-	-	-
2807	0	0	0	0	-	-	-	-	-
2808	0	0	0	0	-	-	-	-	-
2811	0	0	0	0	-	-	-	-	-
2816	0	0	0	0	-	-	-	-	-
2821	0	0	0	0	-	-	-	-	-
2826	0	0	0	0	-	-	-	-	-
2831	0	0	0	0	-	-	-	-	-
2836	0	0	0	0	-	-	-	-	-
2841	0	0	0	0	-	-	-	-	-
2846	0	0	0	0	-	-	-	-	-
2851	0	0	0	0	-	-	-	-	-
2860	0	0	0	0	-	-	-	-	-
2861	0	0	0	0	-	-	-	-	-
2869	0	0	0	0	-	-	-	-	-
2871	0	0	0	0	-	-	-	-	-
2872	-	-	-	-	4	22	16	-	-
2873	-	-	-	-	4	21	30	-	-
2876	0	0	0	0	-	-	-	-	-
2877	-	-	-	-	8	12	7	-	-
2881	0	0	0	0	-	-	-	-	-
2886	-	-	-	-	8	13	8	-	-
2887	-	-	-	-	8	13	8	-	-
2890	0	0	0	0	-	-	-	0	253
2891	0	0	0	0	-	-	-	0	253
2892	-	-	-	-	-	-	-	0	269
2896	-	-	-	-	9	12	7	-	-
2900	0	0	0	0	-	-	-	0	253
2904	-	-	-	-	4	0	29	-	-
2907	-	-	-	-	5	18	12	-	-
2908	-	-	-	-	-	-	-	1	0
2911	0	0	0	13	-	-	-	0	249
2912	-	-	-	-	5	18	12	-	-
2916	0	0	0	0	-	-	-	0	249
2917	-	-	-	-	4	21	15	-	-
2921	0	0	0	0	-	-	-	0	249
2922	-	-	-	-	3	28	20	-	-
2924	-	-	-	-	4	22	16	-	-
2926	0	0	0	0	-	-	-	0	249
2927	-	-	-	-	6	14	9	-	-
2928	0	0	0	0	-	-	-	1	269
2929	-	-	-	-	-	-	-	0	249
2931	0	0	0	0	-	-	-	0	217
2932	-	-	-	-	4	21	15	-	-
2934	-	-	-	-	6	16	10	-	-
2936	0	0	0	0	-	-	-	0	249
2937	-	-	-	-	4	22	16	-	-
2938	0	0	0	0	-	-	-	1	241
2941	0	0	0	0	-	-	-	0	269
2942	-	-	-	-	3	24	18	-	-
2944	-	-	-	-	4	21	15	-	-
2946	0	0	0	0	-	-	-	0	225
2947	-	-	-	-	3	23	17	-	-
2948	0	0	0	0	-	-	-	1	249
2951	0	0	0	0	-	-	-	0	217
2952	-	-	-	-	3	23	17	-	-
2954	-	-	-	-	4	20	14	-	-
2956	0	0	0	0	-	-	-	0	217
2957	-	-	-	-	4	19	13	-	-
2958	0	0	0	0	-	-	-	1	233
2961	0	0	0	0	-	-	-	0	217
2962	-	-	-	-	4	20	30	-	-
2963	-	-	-	-	5	17	11	-	-
2964	-	-	-	-	6	14	9	-	-
2966	-	-	-	-	-	-	-	0	233
2967	0	0	0	0	5	17	11	0	225
2968	0	0	0	0	-	-	-	1	217
2971	0	0	0	0	-	-	-	0	225
2972	-	-	-	-	6	16	10	-	-
2974	-	-	-	-	8	13	8	-	-
2976	0	0	0	0	-	-	-	0	241
2977	-	-	-	-	6	16	10	-	-
2978	0	0	0	0	-	-	-	1	253
2981	0	0	0	0	-	-	-	0	241
2982	-	-	-	-	6	16	10	-	-
2984	-	-	-	-	8	13	8	-	-
2986	0	0	0	0	-	-	-	0	241
2987	-	-	-	-	6	16	10	-	-
2988	0	0	0	0	-	-	-	1	253
2991	0	0	0	0	-	-	-	0	241
2992	-	-	-	-	6	14	9	-	-
2995	-	-	-	-	8	13	8	-	-
2996	0	0	0	0	-	-	-	0	217
2997	-	-	-	-	6	14	9	-	-
2999	-	-	-	-	-	-	-	1	253
3001	-	-	-	-	-	-	-	0	217
3002	-	-	-	-	4	20	14	-	-
3005	-	-	-	-	5	17	11	-	-
3006	-	-	-	-	-	-	-	0	233
3007	-	-	-	-	4	20	14	-	-
3009	-	-	-	-	-	-	-	1	225
3010	-	-	-	-	4	20	30	-	-
3011	-	-	-	-	-	-	-	0	233
3012	-	-	-	-	8	13	8	-	-
3014	-	-	-	-	-	-	-	0	233
3016	-	-	-	-	8	12	7	0	253
3017	-	-	-	-	6	14	9	-	-
3019	-	-	-	-	-	-	-	0	233
3020	-	-	-	-	-	-	-	1	225
3021	-	-	-	-	-	-	-	0	217
3022	-	-	-	-	8	12	7	-	-
3026	-	-	-	-	-	-	-	0	225
3027	-	-	-	-	8	13	8	-	-
3029	-	-	-	-	8	12	7	-	-
3031	-	-	-	-	-	-	-	0	253
3032	-	-	-	-	5	17	11	-	-
3033	-	-	-	-	-	-	-	0	225
3036	-	-	-	-	-	-	-	0	225
3037	-	-	-	-	5	17	11	-	-
3039	-	-	-	-	8	13	8	-	-
3041	-	-	-	-	-	-	-	0	225
3043	-	-	-	-	-	-	-	1	253
3044	-	-	-	-	6	14	9	-	-
3047	-	-	-	-	5	19	13	-	-
3048	-	-	-	-	-	-	-	0	217
3049	-	-	-	-	8	14	9	-	-
3051	-	-	-	-	-	-	-	0	269
3052	-	-	-	-	5	17	11	-	-
3053	-	-	-	-	-	-	-	1	285
3056	-	-	-	-	-	-	-	0	225
3057	-	-	-	-	8	13	8	-	-
3059	-	-	-	-	8	14	9	-	-
3061	-	-	-	-	-	-	-	0	253
3062	-	-	-	-	4	19	13	-	-
3063	-	-	-	-	-	-	-	1	285
3066	-	-	-	-	-	-	-	0	217
2999	0	0	0	0	-	-	-	-	-
3001	0	0	0	0	-	-	-	-	-
3006	0	0	0	0	-	-	-	-	-
3009	0	0	0	0	-	-	-	-	-
3011	0	0	0	0	-	-	-	-	-
3016	0	0	0	0	-	-	-	-	-
3020	0	0	0	0	-	-	-	-	-
3021	0	0	0	0	-	-	-	-	-
3026	0	0	0	0	-	-	-	-	-
3031	0	0	0	14	-	-	-	-	-
3033	0	0	0	0	-	-	-	-	-
3036	0	0	0	0	-	-	-	-	-
3041	0	0	0	0	-	-	-	-	-
3043	0	0	0	0	-	-	-	-	-
3048	0	0	0	0	-	-	-	-	-
3051	0	0	0	0	-	-	-	-	-
3053	0	0	0	0	-	-	-	-	-
3056	0	0	0	0	-	-	-	-	-
3061	0	0	0	0	-	-	-	-	-
3063	0	0	0	0	-	-	-	-	-
3066	0	0	0	0	-	-	-	-	-
3067	-	-	-	-	6	14	9	-	-
3069	-	-	-	-	8	12	7	-	-
3071	0	0	0	0	-	-	-	0	217
3072	-	-	-	-	5	17	11	-	-
3073	0	0	0	0	-	-	-	1	225
3076	0	0	0	0	-	-	-	0	225
3077	-	-	-	-	6	14	9	-	-
3079	-	-	-	-	8	12	7	-	-
3081	0	0	0	0	-	-	-	0	217
3082	-	-	-	-	6	14	9	-	-
3083	0	0	0	0	-	-	-	1	225
3086	0	0	0	0	-	-	-	0	217
3087	-	-	-	-	6	14	9	-	-
3089	-	-	-	-	8	12	7	-	-
3091	0	0	0	0	-	-	-	0	217
3092	-	-	-	-	5	17	11	-	-
3093	0	0	0	0	-	-	-	1	225
3096	0	0	0	0	-	-	-	0	225
3097	-	-	-	-	4	20	14	-	-
3099	-	-	-	-	5	17	11	-	-
3101	0	0	0	0	-	-	-	0	233
3102	-	-	-	-	4	20	14	-	-
3103	0	0	0	0	-	-	-	1	225
3106	0	0	0	0	-	-	-	0	233
3107	-	-	-	-	5	17	11	-	-
3109	-	-	-	-	6	17	11	-	-
3111	0	0	0	0	-	-	-	0	225
3112	-	-	-	-	5	18	12	-	-
3113	0	0	0	0	-	-	-	1	269
3116	0	0	0	0	-	-	-	0	249
3117	-	-	-	-	5	19	13	-	-
3119	-	-	-	-	6	14	9	-	-
3121	0	0	0	0	-	-	-	0	269
3122	-	-	-	-	6	16	10	-	-
3123	0	0	0	0	-	-	-	1	217
3126	0	0	0	0	-	-	-	0	241
