TTI	LCG_0	LCG_1	LCG_2	LCG_3	Num_RBs	TBS_Index	MCS_Index	Redund_Ver	PUSCH_TB_Size
3127	-	-	-	-	4	19	13	-	-
3129	-	-	-	-	5	17	11	-	-
3131	0	0	0	0	-	-	-	0	217
3132	-	-	-	-	4	19	13	-	-
3133	0	0	0	0	-	-	-	1	225
3136	0	0	0	0	-	-	-	0	217
3137	-	-	-	-	6	14	9	-	-
3139	-	-	-	-	6	14	9	-	-
3141	0	0	0	0	-	-	-	0	217
3142	-	-	-	-	5	18	12	-	-
3143	0	0	0	0	-	-	-	1	217
3146	0	0	0	0	-	-	-	0	249
3147	-	-	-	-	5	18	12	-	-
3149	-	-	-	-	8	13	8	-	-
3151	0	0	0	0	-	-	-	0	249
3152	-	-	-	-	8	13	8	-	-
3153	0	0	0	0	-	-	-	1	253
3156	0	0	0	0	-	-	-	0	253
3157	-	-	-	-	8	13	8	-	-
3159	-	-	-	-	8	12	7	-	-
3161	0	0	0	0	-	-	-	0	253
3162	-	-	-	-	5	19	13	-	-
3163	0	0	0	0	-	-	-	1	225
3166	-	-	-	-	-	-	-	0	269
3167	-	-	-	-	4	20	14	-	-
3169	-	-	-	-	5	17	11	-	-
3171	-	-	-	-	-	-	-	0	233
3173	-	-	-	-	-	-	-	1	225
3176	-	-	-	-	-	-	-	0	233
3181	-	-	-	-	-	-	-	0	217
3183	-	-	-	-	-	-	-	1	225
3184	-	-	-	-	-	-	-	0	233
3186	-	-	-	-	-	-	-	0	253
3191	-	-	-	-	-	-	-	0	269
3192	-	-	-	-	9	11	6	-	-
3193	-	-	-	-	-	-	-	1	217
3194	-	-	-	-	-	-	-	0	253
3196	-	-	-	-	-	-	-	0	225
3197	-	-	-	-	6	16	10	-	-
3199	-	-	-	-	8	12	7	-	-
3201	-	-	-	-	-	-	-	0	241
3202	-	-	-	-	6	16	10	-	-
3203	-	-	-	-	-	-	-	1	225
3206	-	-	-	-	-	-	-	0	241
3208	-	-	-	-	9	11	6	-	-
3209	-	-	-	-	9	11	6	0	241
3212	-	-	-	-	8	13	8	0	225
3213	-	-	-	-	-	-	-	0	225
3216	-	-	-	-	-	-	-	0	253
3217	-	-	-	-	5	17	11	-	-
3219	-	-	-	-	6	16	10	-	-
3221	-	-	-	-	-	-	-	0	225
3222	-	-	-	-	4	20	14	-	-
3223	-	-	-	-	-	-	-	1	241
3226	-	-	-	-	-	-	-	0	233
3227	-	-	-	-	5	18	12	-	-
3229	-	-	-	-	6	17	11	-	-
3231	-	-	-	-	-	-	-	0	249
3232	-	-	-	-	4	21	15	-	-
3233	-	-	-	-	-	-	-	1	269
3236	-	-	-	-	-	-	-	0	249
3166	0	0	0	0	-	-	-	-	-
3171	0	0	0	0	-	-	-	-	-
3173	0	0	0	0	-	-	-	-	-
3176	0	0	0	0	-	-	-	-	-
3181	0	0	0	0	-	-	-	-	-
3183	0	0	0	0	-	-	-	-	-
3186	0	0	0	0	-	-	-	-	-
3191	0	0	0	0	-	-	-	-	-
3193	0	0	0	0	-	-	-	-	-
3196	0	0	0	0	-	-	-	-	-
3201	0	0	0	0	-	-	-	-	-
3203	0	0	0	0	-	-	-	-	-
3206	0	0	0	0	-	-	-	-	-
3212	0	0	0	0	-	-	-	-	-
3213	0	0	0	0	-	-	-	-	-
3216	0	0	0	0	-	-	-	-	-
3221	0	0	0	0	-	-	-	-	-
3223	0	0	0	0	-	-	-	-	-
3226	0	0	0	0	-	-	-	-	-
3231	0	0	0	0	-	-	-	-	-
3233	0	0	0	0	-	-	-	-	-
3236	0	0	0	0	-	-	-	-	-
3237	-	-	-	-	3	23	17	-	-
3239	-	-	-	-	5	20	14	-	-
3241	0	0	0	0	-	-	-	0	217
3242	-	-	-	-	4	21	15	-	-
3243	0	0	0	0	-	-	-	1	293
3246	0	0	0	0	-	-	-	0	249
3247	-	-	-	-	2	19	13	-	-
3249	-	-	-	-	5	17	11	-	-
3251	0	0	0	0	-	-	-	0	105
3252	-	-	-	-	5	18	12	-	-
3253	0	0	0	0	-	-	-	1	225
3256	0	0	0	0	-	-	-	0	249
3257	-	-	-	-	8	13	8	-	-
3259	-	-	-	-	8	16	10	0	105
3261	0	0	0	0	-	-	-	0	253
3263	0	0	0	0	-	-	-	1	325
3264	-	-	-	-	6	14	9	-	-
3267	-	-	-	-	5	18	12	-	-
3268	0	0	0	0	-	-	-	0	217
3269	-	-	-	-	6	14	9	-	-
3271	0	0	0	0	-	-	-	0	249
3272	-	-	-	-	5	17	11	-	-
3273	0	0	0	0	-	-	-	1	217
3276	0	0	0	0	-	-	-	0	225
3277	-	-	-	-	6	16	10	-	-
3279	-	-	-	-	6	17	11	-	-
3281	0	0	0	0	-	-	-	0	241
3282	-	-	-	-	4	21	15	-	-
3283	0	0	0	0	-	-	-	1	269
3286	0	0	0	0	-	-	-	0	249
3287	-	-	-	-	5	18	12	-	-
3289	-	-	-	-	6	16	10	-	-
3291	0	0	0	0	-	-	-	0	249
3292	-	-	-	-	5	17	11	-	-
3293	0	0	0	0	-	-	-	1	241
3296	0	0	0	0	-	-	-	0	225
3297	-	-	-	-	5	18	12	-	-
3299	-	-	-	-	6	16	10	-	-
3301	0	0	0	0	-	-	-	0	249
3302	-	-	-	-	5	18	12	-	-
3303	0	0	0	0	-	-	-	1	241
3306	0	0	0	0	-	-	-	0	249
3307	-	-	-	-	5	18	12	-	-
3309	-	-	-	-	8	14	9	-	-
3311	0	0	0	0	-	-	-	0	249
3312	-	-	-	-	4	19	13	-	-
3313	0	0	0	0	-	-	-	1	285
3316	0	0	0	0	-	-	-	0	217
3317	-	-	-	-	4	19	13	-	-
3321	0	0	0	0	-	-	-	0	217
3322	-	-	-	-	4	20	14	-	-
3324	-	-	-	-	5	17	11	-	-
3326	0	0	0	0	-	-	-	0	233
3327	-	-	-	-	4	20	14	-	-
3328	0	0	0	0	-	-	-	1	225
3331	0	0	0	0	-	-	-	0	233
3332	-	-	-	-	4	19	13	-	-
3336	-	-	-	-	-	-	-	0	217
3337	-	-	-	-	4	21	15	-	-
3341	-	-	-	-	-	-	-	0	249
3342	-	-	-	-	6	17	11	-	-
3346	-	-	-	-	-	-	-	1	269
3347	-	-	-	-	4	19	13	-	-
3351	-	-	-	-	-	-	-	0	217
3352	-	-	-	-	4	0	29	-	-
3354	-	-	-	-	-	-	-	0	269
3356	-	-	-	-	-	-	-	1	0
3357	-	-	-	-	4	20	14	-	-
3361	-	-	-	-	-	-	-	0	233
3362	-	-	-	-	6	16	10	-	-
3365	-	-	-	-	4	20	30	-	-
3366	-	-	-	-	-	-	-	1	241
3367	-	-	-	-	9	11	6	-	-
3369	-	-	-	-	-	-	-	0	233
3371	-	-	-	-	-	-	-	0	225
3372	-	-	-	-	6	17	11	-	-
3376	-	-	-	-	-	-	-	1	269
3377	-	-	-	-	5	18	12	-	-
3381	-	-	-	-	-	-	-	0	249
3382	-	-	-	-	6	16	10	-	-
3386	-	-	-	-	-	-	-	1	241
3387	-	-	-	-	4	20	14	-	-
3391	-	-	-	-	-	-	-	0	233
3392	-	-	-	-	4	20	14	-	-
3395	-	-	-	-	4	20	30	-	-
3396	-	-	-	-	-	-	-	1	233
3397	-	-	-	-	8	13	8	-	-
3399	-	-	-	-	-	-	-	0	233
3401	-	-	-	-	-	-	-	0	253
3402	-	-	-	-	9	11	6	-	-
3404	-	-	-	-	-	-	-	0	233
3406	-	-	-	-	-	-	-	0	225
3407	-	-	-	-	9	11	6	-	-
3411	-	-	-	-	-	-	-	0	225
3412	-	-	-	-	9	12	7	-	-
3416	-	-	-	-	-	-	-	0	253
