RAN_Event_Unix_Timestamp	Current_SFN_SF	LCG_0	LCG_1	LCG_2	LCG_3	Num_RBs	TBS_Index	MCS_Index	Redund_Ver	PUSCH_TB_Size
1756841847.779201	9355	-	-	-	-	0	-	-	0	149
1756841847.859174	9348	0	0	0	29	-	-	-	-	-
1756841847.859174	9353	0	0	0	9	-	-	-	-	-
1756841847.859174	9355	0	0	0	0	-	-	-	-	-
1756841848.479607	9336	-	-	-	-	6	8	4	-	-
1756841848.479607	9344	-	-	-	-	15	6	3	-	-
1756841848.479607	9345	-	-	-	-	10	8	4	-	-
1756841848.479607	9346	-	-	-	-	20	4	2	-	-
1756841848.479607	9347	-	-	-	-	18	4	2	-	-
1756841848.479607	9348	-	-	-	-	24	4	2	-	-
1756841848.479607	9349	-	-	-	-	10	8	4	-	-
1756841848.479607	9351	-	-	-	-	27	2	1	-	-
1756841849.696348	1040	-	-	-	-	0	-	-	0	9
1756841849.706300	1048	-	-	-	-	0	-	-	0	9
1756841849.706300	1049	-	-	-	-	2	-	-	1	157
1756841849.712034	1040	0	0	0	17	-	-	-	-	-
1756841849.712034	1048	0	0	0	17	-	-	-	-	-
1756841849.712034	1049	0	0	0	0	-	-	-	-	-
1756841849.766354	1104	-	-	-	-	0	-	-	1	0
1756841849.776341	1120	-	-	-	-	0	-	-	0	97
1756841849.779431	1036	-	-	-	-	2	2	1	-	-
1756841849.779431	1044	-	-	-	-	2	2	1	-	-
1756841849.779431	1045	-	-	-	-	9	8	4	-	-
1756841849.779431	1100	-	-	-	-	4	0	29	-	-
1756841849.779431	1116	-	-	-	-	18	2	1	-	-
1756841849.785933	1128	-	-	-	-	1	-	-	0	55
1756841849.814172	1120	0	0	0	9	-	-	-	-	-
1756841849.814172	1128	0	0	0	0	-	-	-	-	-
