RAN_Event_Unix_Timestamp	Bridge_Read_Timestamp	Python_Recv_Timestamp	Cellular_Precise_Timestamp	Current_SFN_SF	Pipeline_Latency_ms	Bridge_Python_Latency_ms	LCG_0	LCG_1	LCG_2	LCG_3	Num_RBs	TBS_Index	MCS_Index	Redund_Ver	PUSCH_TB_Size
1757279218.292573	1757279201.549784	1757279200.248089	1757279200.248089	529	-16742.789	-1301.695	-	-	-	-	4	24	26	0	-
1757279218.459388	1757279201.717085	1757279200.415272	1757279201.532089	1813	-16742.303	-1301.813	-	-	-	-	-	-1	-	0	301
1757279219.593080	1757279202.850479	1757279201.548672	1757279201.528089	1809	-16742.601	-1301.807	-	-	-	-	4	24	26	0	-
1757279219.733348	1757279202.990939	1757279201.689324	1757279202.812089	3093	-16742.409	-1301.615	-	-	-	-	-	-1	-	0	301
1757279220.380467	1757279203.638074	1757279202.336376	1757279203.456089	3737	-16742.393	-1301.698	-	-	-	-	-	-1	-	0	149
1757279220.380467	1757279203.638074	1757279202.336376	1757279203.457089	3738	-16742.393	-1301.698	-	-	-	-	-	-1	-	0	149
1757279220.390458	1757279203.647992	1757279202.346064	1757279203.462089	3743	-16742.466	-1301.928	-	-	-	-	-	-1	-	0	0
1757279220.892972	1757279204.150357	1757279202.849147	1757279202.808089	3089	-16742.615	-1301.210	-	-	-	-	4	24	26	0	-
1757279220.892972	1757279204.150357	1757279202.849147	1757279203.452089	3733	-16742.615	-1301.210	-	-	-	-	2	24	26	0	-
1757279220.892972	1757279204.150357	1757279202.849147	1757279203.453089	3734	-16742.615	-1301.210	-	-	-	-	2	24	26	0	-
1757279220.892972	1757279204.150357	1757279202.849147	1757279203.458089	3739	-16742.615	-1301.210	-	-	-	-	2	0	29	0	-
1757279223.219406	1757279206.477220	1757279205.175277	1757279206.291089	6572	-16742.186	-1301.943	-	-	-	-	-	-1	-	0	7
1757279223.229525	1757279206.487803	1757279205.186062	1757279206.308089	6589	-16741.722	-1301.741	-	-	-	-	-	-1	-	0	22
1757279223.229525	1757279206.487803	1757279205.186062	1757279206.309089	6590	-16741.722	-1301.741	-	-	-	-	-	-1	-	0	22
1757279223.239414	1757279206.497033	1757279205.195167	1757279206.310089	6591	-16742.381	-1301.866	-	-	-	-	-	-1	-	0	22
1757279223.239414	1757279206.497033	1757279205.195167	1757279206.311089	6592	-16742.381	-1301.866	-	-	-	-	-	-1	-	0	22
1757279223.239414	1757279206.497033	1757279205.195167	1757279206.312089	6593	-16742.381	-1301.866	-	-	-	-	-	-1	-	0	22
1757279223.239414	1757279206.497033	1757279205.195167	1757279206.313089	6594	-16742.381	-1301.866	-	-	-	-	-	-1	-	0	18
1757279223.259409	1757279206.517458	1757279205.215647	1757279206.336089	6617	-16741.951	-1301.811	-	-	-	-	-	-1	-	0	0
1757279223.279449	1757279206.538431	1757279205.236592	1757279206.357089	6638	-16741.018	-1301.839	-	-	-	-	-	-1	-	0	65
1757279223.279449	1757279206.538431	1757279205.236592	1757279206.358089	6639	-16741.018	-1301.839	-	-	-	-	-	-1	-	0	65
1757279223.279449	1757279206.538431	1757279205.236592	1757279206.359089	6640	-16741.018	-1301.839	-	-	-	-	-	-1	-	0	65
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.304089	6585	-16741.927	-1301.076	-	-	-	-	4	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.305089	6586	-16741.927	-1301.076	-	-	-	-	4	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.306089	6587	-16741.927	-1301.076	-	-	-	-	4	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.307089	6588	-16741.927	-1301.076	-	-	-	-	4	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.308089	6589	-16741.927	-1301.076	-	-	-	-	4	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.309089	6590	-16741.927	-1301.076	-	-	-	-	3	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.332089	6613	-16741.927	-1301.076	-	-	-	-	2	0	29	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.353089	6634	-16741.927	-1301.076	-	-	-	-	12	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.354089	6635	-16741.927	-1301.076	-	-	-	-	12	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.355089	6636	-16741.927	-1301.076	-	-	-	-	12	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.356089	6637	-16741.927	-1301.076	-	-	-	-	12	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.357089	6638	-16741.927	-1301.076	-	-	-	-	12	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.358089	6639	-16741.927	-1301.076	-	-	-	-	12	2	2	0	-
1757279223.280513	1757279206.538586	1757279205.237510	1757279206.359089	6640	-16741.927	-1301.076	-	-	-	-	12	2	2	0	-
1757279223.290610	1757279206.548111	1757279205.246749	1757279206.360089	6641	-16742.499	-1301.362	-	-	-	-	-	-1	-	0	65
1757279223.290610	1757279206.548111	1757279205.246749	1757279206.361089	6642	-16742.499	-1301.362	-	-	-	-	-	-1	-	0	65
1757279223.290610	1757279206.548111	1757279205.246749	1757279206.362089	6643	-16742.499	-1301.362	-	-	-	-	-	-1	-	0	65
1757279223.290610	1757279206.548111	1757279205.246749	1757279206.363089	6644	-16742.499	-1301.362	-	-	-	-	-	-1	-	0	65
1757279223.299448	1757279206.557575	1757279205.255869	1757279206.379089	6660	-16741.873	-1301.706	-	-	-	-	-	-1	-	0	161
1757279223.319535	1757279206.577102	1757279205.278922	1757279206.393089	6674	-16742.433	-1298.180	-	-	-	-	-	-1	-	0	0
1757279223.329475	1757279206.587122	1757279205.285429	1757279206.400089	6681	-16742.353	-1301.692	-	-	-	-	-	-1	-	0	65
1757279223.329475	1757279206.587122	1757279205.285429	1757279206.405089	6686	-16742.353	-1301.692	-	-	-	-	-	-1	-	0	65
1757279223.329475	1757279206.587122	1757279205.285429	1757279206.406089	6687	-16742.353	-1301.692	-	-	-	-	-	-1	-	0	65
1757279223.329475	1757279206.587122	1757279205.285429	1757279206.407089	6688	-16742.353	-1301.692	-	-	-	-	-	-1	-	0	65
1757279223.329475	1757279206.587122	1757279205.285429	1757279206.408089	6689	-16742.353	-1301.692	-	-	-	-	-	-1	-	2	65
1757279223.339442	1757279206.597123	1757279205.295653	1757279206.409089	6690	-16742.319	-1301.470	-	-	-	-	-	-1	-	0	0
1757279223.339442	1757279206.597123	1757279205.295653	1757279206.416089	6697	-16742.319	-1301.470	-	-	-	-	-	-1	-	3	65
1757279223.339442	1757279206.597123	1757279205.295653	1757279206.417089	6698	-16742.319	-1301.470	-	-	-	-	-	-1	-	0	173
1757279223.359389	1757279206.617112	1757279205.316108	1757279206.431089	6712	-16742.277	-1301.004	-	-	-	-	-	-1	-	0	0
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.375089	6656	-16741.928	-1301.788	-	-	-	-	4	16	17	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.389089	6670	-16741.928	-1301.788	-	-	-	-	2	0	29	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.393089	6674	-16741.928	-1301.788	-	-	-	-	12	2	2	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.394089	6675	-16741.928	-1301.788	-	-	-	-	12	2	2	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.395089	6676	-16741.928	-1301.788	-	-	-	-	12	2	2	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.396089	6677	-16741.928	-1301.788	-	-	-	-	12	2	2	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.401089	6682	-16741.928	-1301.788	-	-	-	-	12	2	2	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.402089	6683	-16741.928	-1301.788	-	-	-	-	12	2	2	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.403089	6684	-16741.928	-1301.788	-	-	-	-	12	2	2	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.405089	6686	-16741.928	-1301.788	-	-	-	-	2	0	29	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.413089	6694	-16741.928	-1301.788	-	-	-	-	3	20	22	0	-
1757279223.492115	1757279206.750187	1757279205.448399	1757279206.427089	6708	-16741.928	-1301.788	-	-	-	-	2	0	29	0	-
1757279224.533354	1757279207.790981	1757279206.489269	1757279207.604089	7885	-16742.373	-1301.712	-	-	-	-	-	-1	-	0	301
1757279224.553336	1757279207.810968	1757279206.510865	1757279207.624089	7905	-16742.368	-1300.103	-	-	-	-	-	-1	-	0	0
1757279224.643340	1757279207.901411	1757279206.600333	1757279207.717089	7998	-16741.929	-1301.078	-	-	-	-	-	-1	-	0	185
1757279224.653417	1757279207.911753	1757279206.611262	1757279207.727089	8008	-16741.664	-1300.491	-	-	-	-	-	-1	-	0	149
1757279224.653417	1757279207.911753	1757279206.611262	1757279207.732089	8013	-16741.664	-1300.491	-	-	-	-	-	-1	-	0	149
1757279224.673335	1757279207.931014	1757279206.629710	1757279207.747089	8028	-16742.321	-1301.304	-	-	-	-	-	-1	-	0	161
1757279224.693343	1757279207.951139	1757279206.653440	1757279207.763089	8044	-16742.204	-1297.699	-	-	-	-	-	-1	-	0	0
1757279224.693343	1757279207.951139	1757279206.653440	1757279207.767089	8048	-16742.204	-1297.699	-	-	-	-	-	-1	-	0	185
1757279224.703337	1757279207.961164	1757279206.660921	1757279207.777089	8058	-16742.173	-1300.243	-	-	-	-	-	-1	-	0	0
1757279224.706267	1757279207.964140	1757279206.663328	1757279207.717089	7998	-16742.127	-1300.812	0	0	0	1	-	-1	-	-	-
1757279224.713774	1757279207.971144	1757279206.670326	1757279207.787089	8068	-16742.630	-1300.817	-	-	-	-	-	-1	-	0	185
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.600089	7881	-16742.372	-1300.448	-	-	-	-	4	24	26	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.620089	7901	-16742.372	-1300.448	-	-	-	-	2	0	29	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.713089	7994	-16742.372	-1300.448	-	-	-	-	3	21	23	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.723089	8004	-16742.372	-1300.448	-	-	-	-	2	24	26	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.728089	8009	-16742.372	-1300.448	-	-	-	-	2	24	26	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.743089	8024	-16742.372	-1300.448	-	-	-	-	3	19	20	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.759089	8040	-16742.372	-1300.448	-	-	-	-	2	0	29	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.763089	8044	-16742.372	-1300.448	-	-	-	-	3	21	23	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.773089	8054	-16742.372	-1300.448	-	-	-	-	2	0	29	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.783089	8064	-16742.372	-1300.448	-	-	-	-	3	21	23	0	-
1757279224.715531	1757279207.973159	1757279206.672711	1757279207.789089	8070	-16742.372	-1300.448	-	-	-	-	2	0	29	0	-
1757279224.723337	1757279207.980998	1757279206.679653	1757279207.793089	8074	-16742.339	-1301.345	-	-	-	-	-	-1	-	0	0
1757279224.733344	1757279207.990064	1757279206.688343	1757279207.811089	8092	-16743.280	-1301.721	-	-	-	-	-	-1	-	0	0
1757279224.743338	1757279208.001004	1757279206.701663	1757279207.817089	8098	-16742.334	-1299.341	-	-	-	-	-	-1	-	0	185
1757279224.753339	1757279208.011026	1757279206.709595	1757279207.831089	8112	-16742.313	-1301.430	-	-	-	-	-	-1	-	0	0
1757279224.763338	1757279208.021075	1757279206.719640	1757279207.837089	8118	-16742.263	-1301.435	-	-	-	-	-	-1	-	0	185
1757279224.773364	1757279208.030988	1757279206.729595	1757279207.847089	8128	-16742.376	-1301.393	-	-	-	-	-	-1	-	0	573
1757279224.773364	1757279208.030988	1757279206.729595	1757279207.852089	8133	-16742.376	-1301.393	-	-	-	-	-	-1	-	0	141
1757279224.792107	1757279208.051059	1757279206.749406	1757279207.807089	8088	-16741.048	-1301.653	-	-	-	-	2	0	29	0	-
1757279224.792107	1757279208.051059	1757279206.749406	1757279207.813089	8094	-16741.048	-1301.653	-	-	-	-	3	21	23	0	-
1757279224.792107	1757279208.051059	1757279206.749406	1757279207.827089	8108	-16741.048	-1301.653	-	-	-	-	2	0	29	0	-
1757279224.792107	1757279208.051059	1757279206.749406	1757279207.833089	8114	-16741.048	-1301.653	-	-	-	-	3	21	23	0	-
1757279224.792107	1757279208.051059	1757279206.749406	1757279207.843089	8124	-16741.048	-1301.653	-	-	-	-	8	23	25	0	-
1757279224.792107	1757279208.051059	1757279206.749406	1757279207.848089	8129	-16741.048	-1301.653	-	-	-	-	2	23	25	0	-
1757279224.792107	1757279208.051059	1757279206.749406	1757279207.863089	8144	-16741.048	-1301.653	-	-	-	-	3	21	23	0	-
1757279224.792107	1757279208.051059	1757279206.749406	1757279207.869089	8150	-16741.048	-1301.653	-	-	-	-	2	0	29	0	-
1757279224.793773	1757279208.051202	1757279206.752557	1757279207.867089	8148	-16742.571	-1298.645	-	-	-	-	-	-1	-	0	185
1757279224.803395	1757279208.061042	1757279206.759883	1757279207.873089	8154	-16742.353	-1301.159	-	-	-	-	-	-1	-	0	0
1757279224.803395	1757279208.061042	1757279206.759883	1757279207.877089	8158	-16742.353	-1301.159	-	-	-	-	-	-1	-	0	453
1757279224.803395	1757279208.061042	1757279206.759883	1757279207.882089	8163	-16742.353	-1301.159	-	-	-	-	-	-1	-	0	149
1757279224.808084	1757279208.066072	1757279206.764619	1757279207.837089	8118	-16742.012	-1301.453	0	0	0	26	-	-1	-	-	-
1757279224.808084	1757279208.066072	1757279206.764619	1757279207.867089	8148	-16742.012	-1301.453	0	0	0	25	-	-1	-	-	-
1757279224.808084	1757279208.066072	1757279206.764619	1757279207.877089	8158	-16742.012	-1301.453	0	0	0	9	-	-1	-	-	-
1757279224.813342	1757279208.071130	1757279206.769523	1757279207.887089	8168	-16742.212	-1301.607	-	-	-	-	-	-1	-	0	149
1757279224.823343	1757279208.080166	1757279206.778562	1757279207.897089	8178	-16743.177	-1301.604	-	-	-	-	-	-1	-	0	161
1757279224.833435	1757279208.091173	1757279206.793656	1757279207.907089	8188	-16742.262	-1297.517	-	-	-	-	-	-1	-	0	233
1757279224.833435	1757279208.091173	1757279206.793656	1757279207.912089	8193	-16742.262	-1297.517	-	-	-	-	-	-1	-	0	157
1757279224.843343	1757279208.101182	1757279206.800466	1757279207.913089	8194	-16742.161	-1300.716	-	-	-	-	-	-1	-	0	0
1757279224.853341	1757279208.111180	1757279206.809517	1757279207.927089	8208	-16742.161	-1301.663	-	-	-	-	-	-1	-	0	185
1757279224.863382	1757279208.121158	1757279206.819538	1757279207.937089	8218	-16742.224	-1301.620	-	-	-	-	-	-1	-	0	389
1757279224.863382	1757279208.121158	1757279206.819538	1757279207.942089	8223	-16742.224	-1301.620	-	-	-	-	-	-1	-	0	157
1757279224.883347	1757279208.141182	1757279206.839435	1757279207.953089	8234	-16742.165	-1301.747	-	-	-	-	-	-1	-	0	0
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.873089	8154	-16742.483	-1301.127	-	-	-	-	6	24	26	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.878089	8159	-16742.483	-1301.127	-	-	-	-	2	24	26	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.883089	8164	-16742.483	-1301.127	-	-	-	-	2	24	26	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.893089	8174	-16742.483	-1301.127	-	-	-	-	3	19	20	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.903089	8184	-16742.483	-1301.127	-	-	-	-	3	25	27	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.908089	8189	-16742.483	-1301.127	-	-	-	-	2	25	27	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.909089	8190	-16742.483	-1301.127	-	-	-	-	2	0	29	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.923089	8204	-16742.483	-1301.127	-	-	-	-	3	21	23	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.933089	8214	-16742.483	-1301.127	-	-	-	-	5	25	27	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.938089	8219	-16742.483	-1301.127	-	-	-	-	2	25	27	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.949089	8230	-16742.483	-1301.127	-	-	-	-	2	0	29	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.963089	8244	-16742.483	-1301.127	-	-	-	-	3	21	23	0	-
1757279224.885619	1757279208.143136	1757279206.842009	1757279207.964089	8245	-16742.483	-1301.127	-	-	-	-	2	0	29	0	-
1757279224.893344	1757279208.151188	1757279206.849845	1757279207.967089	8248	-16742.156	-1301.343	-	-	-	-	-	-1	-	0	185
1757279224.893344	1757279208.151188	1757279206.849845	1757279207.968089	8249	-16742.156	-1301.343	-	-	-	-	-	-1	-	0	0
1757279224.903382	1757279208.161155	1757279206.859473	1757279207.977089	8258	-16742.227	-1301.682	-	-	-	-	-	-1	-	0	149
1757279224.903382	1757279208.161155	1757279206.859473	1757279207.982089	8263	-16742.227	-1301.682	-	-	-	-	-	-1	-	0	149
1757279224.910134	1757279208.168177	1757279206.866826	1757279207.897089	8178	-16741.957	-1301.351	0	0	0	19	-	-1	-	-	-
1757279224.910134	1757279208.168177	1757279206.866826	1757279207.927089	8208	-16741.957	-1301.351	0	0	0	24	-	-1	-	-	-
1757279224.910134	1757279208.168177	1757279206.866826	1757279207.967089	8248	-16741.957	-1301.351	0	0	0	11	-	-1	-	-	-
1757279224.923426	1757279208.181205	1757279206.879430	1757279207.993089	8274	-16742.221	-1301.775	-	-	-	-	-	-1	-	0	0
1757279224.923426	1757279208.181205	1757279206.879430	1757279207.997089	8278	-16742.221	-1301.775	-	-	-	-	-	-1	-	0	185
1757279224.933385	1757279208.191188	1757279206.889408	1757279208.005089	8286	-16742.197	-1301.780	-	-	-	-	-	-1	-	0	0
1757279224.933385	1757279208.191188	1757279206.889408	1757279208.007089	8288	-16742.197	-1301.780	-	-	-	-	-	-1	-	0	301
1757279224.933385	1757279208.191188	1757279206.889408	1757279208.012089	8293	-16742.197	-1301.780	-	-	-	-	-	-1	-	0	149
1757279224.943410	1757279208.201197	1757279206.899583	1757279208.017089	8298	-16742.213	-1301.614	-	-	-	-	-	-1	-	0	621
1757279224.943410	1757279208.201197	1757279206.899583	1757279208.021089	8302	-16742.213	-1301.614	-	-	-	-	-	-1	-	0	0
1757279224.943410	1757279208.201197	1757279206.899583	1757279208.022089	8303	-16742.213	-1301.614	-	-	-	-	-	-1	-	0	1383
1757279224.943410	1757279208.201197	1757279206.899583	1757279208.023089	8304	-16742.213	-1301.614	-	-	-	-	-	-1	-	0	453
1757279224.953772	1757279208.211162	1757279206.909598	1757279208.027089	8308	-16742.610	-1301.564	-	-	-	-	-	-1	-	0	1191
1757279224.953772	1757279208.211162	1757279206.909598	1757279208.032089	8313	-16742.610	-1301.564	-	-	-	-	-	-1	-	0	389
1757279224.963340	1757279208.221185	1757279206.919875	1757279208.033089	8314	-16742.155	-1301.310	-	-	-	-	-	-1	-	0	0
1757279224.966684	1757279208.224142	1757279206.922418	1757279207.973089	8254	-16742.542	-1301.724	-	-	-	-	2	24	26	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279207.978089	8259	-16742.542	-1301.724	-	-	-	-	2	24	26	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279207.989089	8270	-16742.542	-1301.724	-	-	-	-	2	0	29	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279207.993089	8274	-16742.542	-1301.724	-	-	-	-	3	21	23	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.001089	8282	-16742.542	-1301.724	-	-	-	-	2	0	29	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.003089	8284	-16742.542	-1301.724	-	-	-	-	4	24	26	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.008089	8289	-16742.542	-1301.724	-	-	-	-	2	24	26	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.013089	8294	-16742.542	-1301.724	-	-	-	-	8	24	26	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.017089	8298	-16742.542	-1301.724	-	-	-	-	2	0	29	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.018089	8299	-16742.542	-1301.724	-	-	-	-	18	24	26	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.019089	8300	-16742.542	-1301.724	-	-	-	-	6	24	26	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.023089	8304	-16742.542	-1301.724	-	-	-	-	15	25	27	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.028089	8309	-16742.542	-1301.724	-	-	-	-	5	25	27	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.029089	8310	-16742.542	-1301.724	-	-	-	-	2	0	29	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.043089	8324	-16742.542	-1301.724	-	-	-	-	3	21	23	0	-
1757279224.966684	1757279208.224142	1757279206.922418	1757279208.045089	8326	-16742.542	-1301.724	-	-	-	-	2	0	29	0	-
1757279224.973364	1757279208.231113	1757279206.929307	1757279208.047089	8328	-16742.251	-1301.806	-	-	-	-	-	-1	-	0	185
1757279224.973364	1757279208.231113	1757279206.929307	1757279208.049089	8330	-16742.251	-1301.806	-	-	-	-	-	-1	-	0	0
1757279224.993389	1757279208.251091	1757279206.949257	1757279208.064089	8345	-16742.298	-1301.834	-	-	-	-	-	-1	-	0	0
1757279224.993389	1757279208.251091	1757279206.949257	1757279208.067089	8348	-16742.298	-1301.834	-	-	-	-	-	-1	-	0	185
1757279225.003391	1757279208.261007	1757279206.959401	1757279208.077089	8358	-16742.384	-1301.606	-	-	-	-	-	-1	-	0	645
1757279225.003391	1757279208.261007	1757279206.959401	1757279208.082089	8363	-16742.384	-1301.606	-	-	-	-	-	-1	-	0	157
1757279225.012025	1757279208.271170	1757279206.969298	1757279207.997089	8278	-16740.855	-1301.872	0	0	0	21	-	-1	-	-	-
1757279225.012025	1757279208.271170	1757279206.969298	1757279208.007089	8288	-16740.855	-1301.872	0	0	0	27	-	-1	-	-	-
1757279225.012025	1757279208.271170	1757279206.969298	1757279208.012089	8293	-16740.855	-1301.872	0	0	0	34	-	-1	-	-	-
1757279225.012025	1757279208.271170	1757279206.969298	1757279208.017089	8298	-16740.855	-1301.872	0	0	0	31	-	-1	-	-	-
1757279225.012025	1757279208.271170	1757279206.969298	1757279208.022089	8303	-16740.855	-1301.872	0	0	0	23	-	-1	-	-	-
1757279225.012025	1757279208.271170	1757279206.969298	1757279208.067089	8348	-16740.855	-1301.872	0	0	0	26	-	-1	-	-	-
1757279225.013337	1757279208.271401	1757279206.970182	1757279208.084089	8365	-16741.936	-1301.219	-	-	-	-	-	-1	-	0	0
1757279225.023339	1757279208.280162	1757279206.978292	1757279208.097089	8378	-16743.177	-1301.870	-	-	-	-	-	-1	-	0	185
1757279225.033423	1757279208.291197	1757279206.989354	1757279208.107089	8388	-16742.226	-1301.843	-	-	-	-	-	-1	-	0	1431
1757279225.033423	1757279208.291197	1757279206.989354	1757279208.108089	8389	-16742.226	-1301.843	-	-	-	-	-	-1	-	0	157
1757279225.033423	1757279208.291197	1757279206.989354	1757279208.113089	8394	-16742.226	-1301.843	-	-	-	-	-	-1	-	0	141
1757279225.043339	1757279208.302147	1757279207.000115	1757279208.114089	8395	-16741.192	-1302.032	-	-	-	-	-	-1	-	0	0
1757279225.043339	1757279208.302147	1757279207.000115	1757279208.117089	8398	-16741.192	-1302.032	-	-	-	-	-	-1	-	0	157
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.060089	8341	-16742.313	-1301.609	-	-	-	-	2	0	29	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.063089	8344	-16742.313	-1301.609	-	-	-	-	3	21	23	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.073089	8354	-16742.313	-1301.609	-	-	-	-	8	25	27	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.078089	8359	-16742.313	-1301.609	-	-	-	-	2	25	27	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.080089	8361	-16742.313	-1301.609	-	-	-	-	2	0	29	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.093089	8374	-16742.313	-1301.609	-	-	-	-	3	21	23	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.103089	8384	-16742.313	-1301.609	-	-	-	-	18	25	27	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.104089	8385	-16742.313	-1301.609	-	-	-	-	2	25	27	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.109089	8390	-16742.313	-1301.609	-	-	-	-	2	23	25	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.110089	8391	-16742.313	-1301.609	-	-	-	-	2	0	29	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.113089	8394	-16742.313	-1301.609	-	-	-	-	2	25	27	0	-
1757279225.044648	1757279208.302335	1757279207.000726	1757279208.123089	8404	-16742.313	-1301.609	-	-	-	-	3	21	23	0	-
1757279225.053380	1757279208.311172	1757279207.009161	1757279208.127089	8408	-16742.208	-1302.011	-	-	-	-	-	-1	-	0	185
1757279225.063378	1757279208.321155	1757279207.019461	1757279208.137089	8418	-16742.223	-1301.694	-	-	-	-	-	-1	-	0	317
1757279225.063378	1757279208.321155	1757279207.019461	1757279208.142089	8423	-16742.223	-1301.694	-	-	-	-	-	-1	-	0	157
1757279225.073381	1757279208.331191	1757279207.029254	1757279208.144089	8425	-16742.190	-1301.937	-	-	-	-	-	-1	-	0	0
1757279225.073381	1757279208.331191	1757279207.029254	1757279208.147089	8428	-16742.190	-1301.937	-	-	-	-	-	-1	-	0	389
1757279225.073381	1757279208.331191	1757279207.029254	1757279208.152089	8433	-16742.190	-1301.937	-	-	-	-	-	-1	-	0	233
1757279225.103342	1757279208.361160	1757279207.059359	1757279208.179089	8460	-16742.182	-1301.801	-	-	-	-	-	-1	-	0	0
1757279225.113790	1757279208.372170	1757279207.070357	1757279208.187089	8468	-16741.620	-1301.813	-	-	-	-	-	-1	-	0	185
1757279225.114158	1757279208.372170	1757279207.070357	1757279208.097089	8378	-16741.988	-1301.813	0	0	0	33	-	-1	-	-	-
1757279225.114158	1757279208.372170	1757279207.070357	1757279208.107089	8388	-16741.988	-1301.813	0	0	0	15	-	-1	-	-	-
1757279225.114158	1757279208.372170	1757279207.070357	1757279208.127089	8408	-16741.988	-1301.813	0	0	0	21	-	-1	-	-	-
1757279225.114158	1757279208.372170	1757279207.070357	1757279208.137089	8418	-16741.988	-1301.813	0	0	0	23	-	-1	-	-	-
1757279225.114158	1757279208.372170	1757279207.070357	1757279208.142089	8423	-16741.988	-1301.813	0	0	0	19	-	-1	-	-	-
1757279225.114158	1757279208.372170	1757279207.070357	1757279208.187089	8468	-16741.988	-1301.813	0	0	0	31	-	-1	-	-	-
1757279225.123378	1757279208.382214	1757279207.080170	1757279208.193089	8474	-16741.164	-1302.044	-	-	-	-	-	-1	-	0	0
1757279225.123378	1757279208.382214	1757279207.080170	1757279208.197089	8478	-16741.164	-1302.044	-	-	-	-	-	-1	-	0	1191
